Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
WBGene00000065,act-3,1.2431917560282773,1.4191542051316075,0.00000000000011746016156426494,0.46480883370701703,-1.4191542051316075,0.0000000000001174601615642783
WBGene00000069,acy-2,0.014624773270002571,2.853624482007789,0.000000000024864150396840174,0.0019383187393954004,-2.853624482007789,0.000000000024864150396840174
WBGene00000071,acy-4,0.012990239786884636,2.268661981286633,0.0000000002507218790128455,0.0026167302981837904,-2.268661981286633,0.000000000250721879012874
WBGene00000073,add-2,0.041809645936595585,0.8916812073287144,0.00007424451080789433,0.022484497376986646,-0.8916812073287144,0.00007424451080789433
WBGene00000097,aip-1,0.06486517085636434,-0.7240172826684588,0.00028051024976619447,0.10718902628856565,0.7240172826684588,0.00028051024976619447
WBGene00000098,air-1,0.024690058402886694,-2.6761778768027193,0.00000000000000000000000000000000000006152095338676993,0.15826372507163444,2.6761778768027193,0.00000000000000000000000000000000000006152095338676993
WBGene00000102,akt-1,0.14237646918737798,0.8263480559042269,0.00003930232950849649,0.08024639581096958,-0.8263480559042269,0.00003930232950849649
WBGene00000108,alh-2,0.001720561561176773,2.6354443119582562,0.0028688289304181253,0.00019383187393954003,-2.6354443119582562,0.0028688289304181253
WBGene00000110,alh-4,0.06004759848506938,0.01985019258343712,0.963814507572718,0.05921563748852948,-0.01985019258343712,0.963814507572718
WBGene00000111,alh-5,0.004817572371294964,0.5316963871204274,0.20666769363476242,0.003295141856972181,-0.5316963871204274,0.20666769363476242
WBGene00000139,amx-3,0.0140225767235907,1.0358942750140532,0.0004419430727508345,0.0067841155878839016,-1.0358942750140532,0.0004419430727508345
WBGene00000142,aos-1,0.031658332725652626,-0.7865406613415011,0.0002115833799549128,0.054660588450950294,0.7865406613415011,0.0002115833799549128
WBGene00000144,apc-10,0.0030970108101181916,-2.438190675436795,0.0000000000000006738559387340047,0.017154120843649295,2.438190675436795,0.0000000000000006738559387340047
WBGene00000146,ape-1,0.15278586663249744,-0.15968085299108292,0.4411025244411733,0.170668965003765,0.15968085299108292,0.441102524440986
WBGene00000159,aps-1,0.08602807805883865,-0.9637402904235239,0.0000006344412581194465,0.1678584028316417,0.9637402904235239,0.0000006344412581194465
WBGene00000168,apx-1,0.02296949684170992,-0.7888160033232579,0.0011947615336430758,0.03973553415760571,0.7888160033232579,0.0011947615336430758
WBGene00000172,aqp-4,0.06727395704201182,3.1741713464967916,0.000000000000000000000000002098944621407636,0.007365611209702522,-3.1741713464967916,0.000000000000000000000000002098944621407636
WBGene00000173,aqp-5,0.0023227581075886436,3.6354443119582562,0.00019151256737754517,0.00009691593696977002,-3.6354443119582562,0.00019151256737754517
WBGene00000174,aqp-6,0.011355706303766701,0.1554513708386427,0.6931677347990992,0.010176173381825852,-0.1554513708386427,0.6931677347990992
WBGene00000200,arx-2,0.06047773887536357,-0.8698259268248933,0.000011102758911561374,0.1105810840825076,0.8698259268248933,0.000011102758911561374
WBGene00000214,asp-1,0.40476210726683587,3.2502978655895913,0.000000000000000000000000000000000000000011570127984495472,0.04244918039275927,-3.2502978655895913,0.000000000000000000000000000000000000000011570127984495472
WBGene00000215,asp-2,0.07931788797024923,3.034420037771702,0.00000000000000000000000000000768529011437801,0.009594677760007232,-3.034420037771702,0.00000000000000000000000000000768529011437801
WBGene00000218,asp-5,0.10022271093854702,3.0612451527142737,0.0000000000000000000000000000011678127924357138,0.011920660247281712,-3.0612451527142737,0.0000000000000000000000000000011678127924357138
WBGene00000219,asp-6,0.09144784697654548,3.375577185203145,0.000000000000000000000000000000000031138513180361543,0.008722434327279302,-3.375577185203145,0.000000000000000000000000000000000031138513180361543
WBGene00000226,atl-1,0.04714338677624358,-0.8591508304855808,0.000024139700291427996,0.08557677234430693,0.8591508304855808,0.000024139700291427996
WBGene00000228,atn-1,0.15966811287720453,1.3381193356049956,0.00000000005984926183550731,0.06309227496732028,-1.3381193356049956,0.00000000005984926183550731
WBGene00000233,avr-15,0.030195855398652365,2.2431268891794955,0.00000000000015431311065229672,0.0062995359030350515,-2.2431268891794955,0.00000000000015431311065229672
WBGene00000244,bbs-8,0.07243564172554215,2.2165613327281175,0.000000000000000000005387771056410479,0.015506549915163204,-2.2165613327281175,0.000000000000000000005387771056410479
WBGene00000249,bir-1,0.08379134802930885,-1.5696433763631914,0.0000000000000002956203685848309,0.2488801261383694,1.5696433763631914,0.0000000000000002956203685848309
WBGene00000250,bir-2,0.00576388122994219,-1.6080097249060206,0.00000001842720838444385,0.017735616465467913,1.6080097249060206,0.00000001842720838444385
WBGene00000257,bmk-1,0.04043319668765417,-3.137817411430939,0.000000000000000000000000000000000000000000000000000037472854804353644,0.3565537321117839,3.137817411430939,0.00000000000000000000000000000000000000000000000000003747285480434725
WBGene00000285,cal-1,0.05213301530365622,2.769861347979232,0.000000000000000000000000004601854788412066,0.007559443083642062,-2.769861347979232,0.000000000000000000000000004601854788412066
WBGene00000298,cat-4,0.01342038017717883,1.6308570424626039,0.000001068821448423428,0.004264301226669881,-1.6308570424626039,0.000001068821448423428
WBGene00000302,cav-2,0.021420991436650823,2.3344420559254413,0.00000000000001790533946019194,0.004167385289700111,-2.3344420559254413,0.00000000000001790533946019194
WBGene00000373,cyp-14A5,0.025894451495710433,2.285134415701072,0.0000000000010624563800203256,0.005233460596367581,-2.285134415701072,0.0000000000010624563800203256
WBGene00000387,cdc-25.2,0.11871874772119734,-1.723406580535607,0.0000000000000000002044114769176855,0.3922187969166593,1.723406580535607,0.0000000000000000002044114769176855
WBGene00000412,cdr-1,0.004387431981000771,3.2066010131543816,0.000000020017469066987125,0.00038766374787908007,-3.2066010131543816,0.000000020017469066987125
WBGene00000445,ceh-22,0.09308238045966342,0.8401286395235665,0.00021585702398019437,0.05194694221579673,-0.8401286395235665,0.00021585702398019437
WBGene00000447,ceh-24,0.023227581075886437,1.662310917810938,0.0000009587054747597614,0.007268695272732752,-1.662310917810938,0.0000009587054747597614
WBGene00000449,ceh-27,0.1041800025292536,-1.719085123378311,0.000000000000000009338578792945124,0.34317933280995566,1.719085123378311,0.000000000000000009338578792945124
WBGene00000453,ceh-32,0.20758575235597768,-0.8702340622950726,0.000010348390912313175,0.3795228091736194,0.8702340622950726,0.000010348390912313453
WBGene00000454,ceh-33,0.025894451495710433,2.6070625105884337,0.000000000000000016328131153205987,0.004167385289700111,-2.6070625105884337,0.000000000000000016328131153205987
WBGene00000455,ceh-34,0.2513740440879265,-0.15553027368133643,0.47275945166802313,0.27999014190566557,0.15553027368133643,0.47275945166802186
WBGene00000477,cft-1,0.008258695493648511,2.106074137200417,0.000001242624827145242,0.0018414028024256305,-2.106074137200417,0.000001242624827145242
WBGene00000478,cfz-2,0.1415161884067896,-0.416420398314695,0.03656253483388132,0.18888916115408177,0.416420398314695,0.03656253483388132
WBGene00000480,cgp-1,0.06710190088589414,-0.028298276766767216,0.9170871216502386,0.06842265150065764,0.028298276766767216,0.9170871216502386
WBGene00000488,che-7,0.03355095044294707,3.117186092320642,0.0000000000000000000000002269410207327438,0.003779721541821031,-3.117186092320642,0.0000000000000000000000002269410207327438
WBGene00000490,che-11,0.07131727671077724,2.1852069132503145,0.000000000000000000015220293004642384,0.015603465852132974,-2.1852069132503145,0.000000000000000000015220293004642384
WBGene00000491,che-12,0.04938011680577339,2.2950678175912973,0.00000000000000000006311723525836469,0.009982341507886312,-2.2950678175912973,0.00000000000000000006311723525836469
WBGene00000498,chk-1,0.01152776245988438,-3.093685442793846,0.0000000000000000000000000000000000000000005228048259979192,0.09904808758310496,3.093685442793846,0.0000000000000000000000000000000000000000005228048259979192
WBGene00000499,chk-2,0.002666870419823998,-0.029891605226920248,1,0.002713646235153561,0.029891605226920248,1
WBGene00000514,ckb-4,0.0280451534471814,-0.17631578921934832,0.4573406790744591,0.031691511389114795,0.17631578921934832,0.4573406790744591
WBGene00000521,cky-1,0.06546736740277621,2.9423049587566767,0.000000000000000000000000012479639448897886,0.008431686516369993,-2.9423049587566767,0.000000000000000000000000012479639448897886
WBGene00000533,clh-6,0.016431362909238183,-0.7110694212073794,0.0024055955206480992,0.026942630477596066,0.7110694212073794,0.0024055955206480992
WBGene00000534,cpi-2,1.0431764745414775,-0.12290665455706626,0.545830096382377,1.1359516972226744,0.12290665455706626,0.5458300963823131
WBGene00000539,cln-3.1,0.004731544293236126,3.050481811237101,0.00000008668085820708446,0.0004845796848488501,-3.050481811237101,0.00000008668085820708446
WBGene00000541,cln-3.3,0.005935937386059867,1.6354443119582562,0.00004357652401816819,0.0018414028024256305,-1.6354443119582562,0.00004357652401816819
WBGene00000552,cmd-1,0.8291386163310869,0.9334741391482541,0.0000008344290079608661,0.43408648168759995,-0.9334741391482541,0.0000008344290079607727
WBGene00000554,cnb-1,0.4774558332265545,1.8092404885896998,0.000000000000000000009932633819747975,0.1361668914425269,-1.8092404885896998,0.000000000000000000009932633819749103
WBGene00000555,cnc-1,0.0003441123122353546,0.5650549840668599,0.7455042043061305,0.00019383187393954003,-0.5650549840668599,0.7455042043061305
WBGene00000556,cnc-2,0.0023227581075886436,2.6354443119582562,0.000574628622128128,0.0002907478109093101,-2.6354443119582562,0.000574628622128128
WBGene00000557,cnc-3,0.05350946455259764,2.0777547413872037,0.00000000000011946103120000012,0.012599071806070103,-2.0777547413872037,0.00000000000011946103120000012
WBGene00000558,cnc-4,0.1818633570163849,2.4651404017702623,0.0000000000000000000003042187616502816,0.03285450263275204,-2.4651404017702623,0.0000000000000000000003042187616502816
WBGene00000559,cnc-5,0.0001720561561176773,1.4130518906218086,0.5573267164506541,0,-1.4130518906218086,0.5573267164506541
WBGene00000562,cng-1,0.01858206486070915,1.5672728093166768,0.0000008330767048640363,0.006202619966065281,-1.5672728093166768,0.0000008330767048640363
WBGene00000592,coh-3,0.0028389265759416753,-1.891802690906613,0.000000007881559955503507,0.010757669003644473,1.891802690906613,0.000000007881559955503507
WBGene00000599,col-10,0.028389265759416756,3.0694937797629036,0.00000000000000000000024204835291730236,0.003295141856972181,-3.0694937797629036,0.00000000000000000000024204835291730236
WBGene00000601,col-12,0.059617458094775186,3.5664415243378214,0.000000000000000000000000003161596171367386,0.0049427127854582715,-3.5664415243378214,0.000000000000000000000000003161596171367386
WBGene00000602,col-13,0.005075656605471481,4.150017484788015,0.0000000025469037087896244,0.00019383187393954003,-4.150017484788015,0.0000000025469037087896244
WBGene00000614,col-37,0.0001720561561176773,1.4130518906218086,0.616351822912088,0,-1.4130518906218086,0.616351822912088
WBGene00000620,col-43,0.003957291590706578,1.2952154003279492,0.005220939551771134,0.0015506549915163203,-1.2952154003279492,0.005220939551771134
WBGene00000712,col-139,0.00008602807805883865,0.8280893899006525,1,0,-0.8280893899006525,1
WBGene00000713,col-140,0.0013764492489414183,2.3305897304298355,0.01322446248628862,0.00019383187393954003,-2.3305897304298355,0.01322446248628862
WBGene00000714,col-141,0.00318303888817703,1.2686619812866322,0.017139014964738818,0.0012599071806070102,-1.2686619812866322,0.017139014964738818
WBGene00000715,col-142,0.0015485054050590958,2.0760169033442377,0.014426456531767077,0.0002907478109093101,-2.0760169033442377,0.014426456531767077
WBGene00000716,col-143,0.0007742527025295479,3.150017484788016,0.008293616907662966,0,-3.150017484788016,0.008293616907662966
WBGene00000717,col-144,0.014452717113884893,2.4216139041252314,0.000000000014028715617412174,0.0026167302981837904,-2.4216139041252314,0.000000000014028715617412174
WBGene00000718,col-145,0.00954911666453109,3.635444311958257,0.000000000010459389420752325,0.0006784115587883902,-3.635444311958257,0.000000000010459389420752325
WBGene00000719,col-146,0.011871874772119734,3.6251023677367966,0.000004099106624195067,0.0008722434327279302,-3.6251023677367966,0.000004099106624195067
WBGene00000720,col-147,0.02666870419823998,4.649428541393958,0.00000000000000000000005983485664145228,0.0009691593696977002,-4.649428541393958,0.00000000000000000000005983485664145228
WBGene00000721,col-148,0.0023227581075886436,2.0504818112371,0.0022728018892150207,0.0004845796848488501,-2.0504818112371,0.0022728018892150207
WBGene00000722,col-149,0.0009463088586472251,1.4130518906218086,0.13803182957618357,0.0002907478109093101,-1.4130518906218086,0.13803182957618357
WBGene00000723,col-150,0.006538133932471738,2.9249509291532423,0.0020042682361297044,0.0007753274957581601,-2.9249509291532423,0.0020042682361297044
WBGene00000724,col-151,0.0007742527025295479,2.150017484788016,0.053674197070055774,0.00009691593696977002,-2.150017484788016,0.053674197070055774
WBGene00000725,col-152,0.0009463088586472251,2.4130518906218086,0.013801855359054226,0.00009691593696977002,-2.4130518906218086,0.013801855359054226
WBGene00000726,col-153,0.005935937386059867,-0.25208095878333037,0.61755133049307,0.007074863398793212,0.25208095878333037,0.61755133049307
WBGene00000727,col-154,0.016431362909238183,3.091123795734445,0.00000000000006745874226078357,0.0018414028024256305,-3.091123795734445,0.00000000000006745874226078357
WBGene00000728,col-155,0.015226969816414441,3.4964678988094446,0.00000000000008499088719991073,0.0012599071806070102,-3.4964678988094446,0.00000000000008499088719991073
WBGene00000729,col-156,0.0008602807805883865,0.4801660864803452,0.6792932204479721,0.0005814956218186202,-0.4801660864803452,0.6792932204479721
WBGene00000730,col-157,0.004731544293236126,3.050481811237101,0.0000011704120079889343,0.0004845796848488501,-3.050481811237101,0.0000011704120079889343
WBGene00000731,col-158,0.0018065896392356116,1.9655929136505872,0.008883380774277456,0.00038766374787908007,-1.9655929136505872,0.008883380774277456
WBGene00000732,col-159,0.013162295943002314,2.702558507816793,0.001653328015135966,0.0019383187393954004,-2.702558507816793,0.001653328015135966
WBGene00000733,col-160,0.028905434227769786,4.224694171082511,0.0000000000000000001730173935900968,0.0014537390545465503,-4.224694171082511,0.0000000000000000001730173935900968
WBGene00000734,col-161,0.00043014039029419326,2.4130518906218086,0.13502401499474262,0,-2.4130518906218086,0.13502401499474262
WBGene00000735,col-162,0.001720561561176773,1.0504818112371002,0.0962789554183355,0.0007753274957581601,-1.0504818112371002,0.0962789554183355
WBGene00000736,col-163,0.00025808423417651597,1.8280893899006525,0.31256745388884055,0,-1.8280893899006525,0.31256745388876944
WBGene00000766,coq-6,0.01978645795353289,-0.4129187096031428,0.0840002675523981,0.026361134855777447,0.4129187096031428,0.0840002675523981
WBGene00000776,cpl-1,1.2237494103869797,2.2717366069695126,0.000000000000000000000000000011870678378668308,0.25333825923897885,-2.2717366069695126,0.000000000000000000000000000011870678378668308
WBGene00000781,cpr-1,0.003957291590706578,4.38267824157829,0.000000012908785663528189,0.00009691593696977002,-4.38267824157829,0.000000012908785663528189
WBGene00000782,cpr-2,0.0001720561561176773,0.4130518906218086,1,0.00009691593696977002,-0.4130518906218086,1
WBGene00000783,cpr-3,0.004645516215177287,3.287521008537949,0.000000013932519066589654,0.00038766374787908007,-3.287521008537949,0.000000013932519066589654
WBGene00000784,cpr-4,0.013592436333296506,3.1409723451850082,0.00000000033699140629798136,0.0014537390545465503,-3.1409723451850082,0.00000000033699140629798136
WBGene00000785,cpr-5,0.01832398062653263,3.5695563763018,0.000000000000000022474194347855945,0.0014537390545465503,-3.5695563763018,0.000000000000000022474194347855945
WBGene00000789,cpz-2,0.10220135673390032,2.9350979328681386,0.000000000000000000000000000006109865313945184,0.013277483364858494,-2.9350979328681386,0.000000000000000000000000000006109865313945184
WBGene00000795,crn-2,0.018151924470414957,-0.6038614923145378,0.009419290433452165,0.027621042036384456,0.6038614923145378,0.009419290433452165
WBGene00000802,crt-1,2.8799619691757417,-1.0483215603012919,0.000000014020686499398436,5.956259654288126,1.0483215603012919,0.000000014020686499400029
WBGene00000813,csn-1,0.038626607048418554,-1.6060569323258962,0.0000000000000014687043623313206,0.11775286341827057,1.6060569323258962,0.0000000000000014687043623313206
WBGene00000838,cul-3,0.04335815134165468,-1.2779072574875001,0.00000000016324977337772784,0.10525070754917025,1.2779072574875001,0.00000000016324977337772784
WBGene00000840,cul-5,0.08241489878036742,-0.7881240448049436,0.000055142878058912886,0.14236951140859216,0.7881240448049436,0.000055142878058925524
WBGene00000859,cwp-1,0.0013764492489414183,1.3305897304298355,0.09076592339104442,0.0004845796848488501,-1.3305897304298355,0.09076592339104442
WBGene00000860,cwp-2,0.0018926177172944503,2.7666888452365104,0.0027203639246427273,0.00019383187393954003,-2.7666888452365104,0.0027203639246427273
WBGene00000861,cwp-3,0.0003441123122353546,2.150017484788016,0.16644009937629925,0,-2.150017484788016,0.16644009937629925
WBGene00000862,cwp-4,0.009118976274236896,2.3996313748594877,0.000000050775640064010004,0.0016475709284860904,-2.3996313748594877,0.000000050775640064010004
WBGene00000868,cyb-3,0.28750583687263875,-2.0594242170911654,0.0000000000000000000000000008976816318181692,1.1986563084421156,2.0594242170911654,0.0000000000000000000000000008976816318181692
WBGene00000876,cyl-1,0.08017816875083762,-1.2898835319069386,0.000000000020011973682258936,0.19615785642681452,1.2898835319069386,0.00000000002001197368225609
WBGene00000877,cyn-1,0.12680538705872818,0.15737193592716636,0.45915642663776823,0.11368239406554023,-0.15737193592716636,0.45915642663776823
WBGene00000879,cyn-3,0.48399396715902626,-0.319471359452675,0.09861865086012778,0.6039801191956068,0.319471359452675,0.09861865086012778
WBGene00000883,cyn-7,0.6473612873927609,-0.6721313653711227,0.00033368734644503243,1.0315732331062322,0.6721313653711227,0.00033368734644511776
WBGene00000893,cyn-17,0.33043384782399926,3.330589730429835,0.0000000000000000000000000000000000000020076127230109874,0.03275758669578227,-3.330589730429835,0.0000000000000000000000000000000000000020076127230109874
WBGene00000907,daf-11,0.030195855398652365,2.8280893899006516,0.000000000000665789531462615,0.004167385289700111,-2.8280893899006516,0.000000000000665789531462615
WBGene00000915,hsp-90,1.8711967258577995,-0.06376021762709849,0.7638719861124753,1.955763608049959,0.06376021762709849,0.7638719861122748
WBGene00000920,daf-28,0.002236730029529805,1.2610487971767572,0.07703055215819336,0.0008722434327279302,-1.2610487971767572,0.07703055215819336
WBGene00000936,dbl-1,0.018754121016826827,1.959020259727101,0.00000000006959177220595594,0.004748880911518731,-1.959020259727101,0.00000000006959177220595594
WBGene00000940,dcs-1,0.03552959623830036,-1.1437595697851983,0.00000002190790039086465,0.07859882488248349,1.1437595697851983,0.00000002190790039086465
WBGene00000951,deg-3,0.006882246244707092,2.360584470727672,0.0000019649338431888575,0.0012599071806070102,-2.360584470727672,0.0000019649338431888575
WBGene00000955,des-2,0.008172667415589672,2.3255890493714677,0.0000009931128823579142,0.0015506549915163203,-2.3255890493714677,0.0000009931128823579142
WBGene00000976,dhs-13,0.030367911554770043,-0.7071200756234042,0.0011333219454876266,0.04962095972852225,0.7071200756234042,0.0011333219454876266
WBGene00000977,dhs-14,0.007742527025295478,3.750921529378193,0.00000000001135853819854806,0.0004845796848488501,-3.750921529378193,0.00000000001135853819854806
WBGene00000978,dhs-15,0.0036131792784712233,3.6693916438815943,0.00000046754375416275593,0.00019383187393954003,-3.6693916438815943,0.00000046754375416275593
WBGene00000979,dhs-16,0.03888469128259507,2.542932173168718,0.00000000000000000026748358901862095,0.006590283713944362,-2.542932173168718,0.00000000000000000026748358901862095
WBGene00000980,dhs-17,0.05695058767495119,2.3305897304298355,0.00000000000000000007476750025661753,0.011242248688493323,-2.3305897304298355,0.00000000000000000007476750025661753
WBGene00000981,dhs-18,0.03836852281424204,1.1892769152352418,0.0000005117746257894279,0.016766457095770213,-1.1892769152352418,0.0000005117746257894279
WBGene00000982,dhs-19,0.06925260283736512,-0.21771429971247214,0.3041838845681526,0.08053714362187889,0.21771429971247214,0.3041838845681526
WBGene00000983,dhs-20,0.01083953783541367,2.729311235422478,0.00000000016414117788496475,0.0015506549915163203,-2.729311235422478,0.00000000016414117788496475
WBGene00000984,dhs-21,0.059789514250892864,1.529565899348234,0.00000000001659112191244834,0.020643094574561014,-1.529565899348234,0.00000000001659112191244834
WBGene00000985,dhs-22,0.04920806064965571,-1.1781913994746729,0.000000002894940136377568,0.11145332751523553,1.1781913994746729,0.000000002894940136377568
WBGene00000986,dhs-23,0.0011183650147649025,0.8280893899006507,0.3779565644848173,0.0005814956218186202,-0.8280893899006507,0.3779565644848173
WBGene00000987,dhs-24,0.02339963723200411,-0.24406039585518347,0.31696126586016155,0.027717957973354225,0.24406039585518347,0.31696126586016155
WBGene00001021,dnj-3,0.004817572371294964,-1.197001591062178,0.00010672425328763483,0.011145332751523553,1.197001591062178,0.00010672425328763483
WBGene00001037,dnj-19,0.22461931181162773,-0.6056062741104375,0.0014745022585526287,0.3418225096923789,0.6056062741104375,0.0014745022585526274
WBGene00001040,dnj-22,0.030367911554770043,-2.085848011200935,0.0000000000000000000000014644096769493809,0.12918894398070344,2.085848011200935,0.0000000000000000000000014644096769493809
WBGene00001043,dnj-25,0.0761348490820722,0.7335559051162752,0.0005120022187911956,0.04574432224973145,-0.7335559051162752,0.0005120022187911956
WBGene00001053,dop-2,0.010495425523178316,2.6831410539895515,0.00000000011650982118781013,0.0015506549915163203,-2.6831410539895515,0.00000000011650982118781013
WBGene00001054,dpf-1,0.04146553362436023,2.721600955707971,0.0000000000000000000001197940811843957,0.006202619966065281,-2.721600955707971,0.0000000000000000000001197940811843957
WBGene00001062,dpr-1,0.0009463088586472251,2.4130518906218086,0.029525705281948905,0.00009691593696977002,-2.4130518906218086,0.029525705281948905
WBGene00001073,dpy-11,0.36183409631547536,0.028249416872104582,0.9178433381474647,0.35480924524632806,-0.028249416872104582,0.9178433381475695
WBGene00001080,dpy-21,0.20001528148679987,-0.5074200166235441,0.008408080555676706,0.28435135906930525,0.5074200166235441,0.008408080555676467
WBGene00001088,dpy-30,0.2842367699064029,-1.1087819342191412,0.0000000028153424971626595,0.6130902172707652,1.1087819342191412,0.0000000028153424971626595
WBGene00001089,dre-1,0.1954557933496814,0.9630563063318123,0.0000008622832152112119,0.1002110788267422,-0.9630563063318123,0.0000008622832152114064
WBGene00001095,dars-2,0.010151313210942961,-1.1839834423999225,0.0000017618177979099384,0.023162908935775037,1.1839834423999225,0.0000017618177979099384
WBGene00001109,dsl-7,0.06469311470024666,2.234848325067898,0.000000000000000031159744176312914,0.013665147112737574,-2.234848325067898,0.000000000000000031159744176312914
WBGene00001110,duo-1,0.003871263512647739,-2.179730114558647,0.0000000000000589311554137197,0.017832532402437686,2.179730114558647,0.0000000000000589311554137197
WBGene00001137,eat-6,0.8901325236748036,2.3936642590847947,0.0000000000000000000000000000000005607552036426943,0.16931214188618823,-2.3936642590847947,0.00000000000000000000000000000000056075520364285365
WBGene00001150,ech-1.1,0.02176510374888618,-0.09011651893569983,0.7404247574304962,0.023162908935775037,0.09011651893569983,0.7404247574304962
WBGene00001152,ech-3,0.03312081005265288,0.5750563762243575,0.012253807467544769,0.022193749566077337,-0.5750563762243575,0.012253807467544769
WBGene00001161,efl-1,0.044992684824772616,-1.8258632919993643,0.000000000000000000033407726389272956,0.15971746412618099,1.8258632919993643,0.000000000000000000033407726389272956
WBGene00001170,egl-1,0.029679686930299334,-0.2647593885230197,0.37105645891479055,0.03566506480487537,0.2647593885230197,0.37105645891479055
WBGene00001171,egl-2,0.02339963723200411,2.3061366867052957,0.000000000000003967930720420368,0.004651964974548961,-2.3061366867052957,0.000000000000003967930720420368
WBGene00001172,egl-3,0.07097316439854189,2.0586557426828,0.0000000000000000006625110221411312,0.016960288969709754,-2.0586557426828,0.0000000000000000006625110221411312
WBGene00001177,egl-8,0.19511168103744606,1.83382322627044,0.00000000000000000029094826791473665,0.054660588450950294,-1.83382322627044,0.00000000000000000029094826791473665
WBGene00001178,egl-9,0.08095242145336717,0.82197626617404,0.00007517820971055487,0.04574432224973145,-0.82197626617404,0.00007517820971055487
WBGene00001179,egl-10,0.07974802836054343,0.6917169481693661,0.0008827298310865638,0.04933021191761294,-0.6917169481693661,0.0008827298310865638
WBGene00001210,egl-46,0.15863577594049846,-1.2051485585134307,0.0000000006825414085665851,0.3658576620608818,1.2051485585134307,0.0000000006825414085666629
WBGene00001211,egl-47,0.005849909308001028,3.129258924621216,0.00000006152180229890163,0.0005814956218186202,-3.129258924621216,0.00000006152180229890163
WBGene00001233,eif-3.K,0.07062905208630653,-0.3592807460010694,0.0787205249031807,0.09061640106673496,0.3592807460010694,0.0787205249031807
WBGene00001248,elp-1,0.036475905096947585,1.3894834194834038,0.000000008408564595053592,0.013858978986677113,-1.3894834194834038,0.000000008408564595053592
WBGene00001258,emb-4,0.08551190959048562,-0.9897909271130696,0.0000003319875459150195,0.16989363750800685,0.9897909271130696,0.00000033198754591506667
WBGene00001303,sec-61.G,1.0848140643219555,-0.8290535888613223,0.000008185952528776671,1.9272703225808467,0.8290535888613223,0.000008185952528776671
WBGene00001310,end-1,0.005591825073824512,-0.1275164907408941,0.7860694948271352,0.006105704029095512,0.1275164907408941,0.7860694948271352
WBGene00001311,end-3,0.001978645795353289,2.091123795734445,0.005647634359471219,0.00038766374787908007,-2.091123795734445,0.005647634359476355
WBGene00001345,fos-1,0.11364309111572586,2.626740243077396,0.0000000000000000000000000000001651176005111729,0.018317112087286536,-2.626740243077396,0.0000000000000000000000000000001651176005111729
WBGene00001374,exp-2,0.058843205392245634,2.5476098496074497,0.00000000000000000000003091599425807051,0.009982341507886312,-2.5476098496074497,0.00000000000000000000003091599425807051
