Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
WBGene00000249,bir-1,0.09559941653146126,-1.0810373543474867,0.0000001465127507319186,0.25381987456112354,1.5595957789850163,0.0000000000000003474302415071895,0.06413064703640953,-1.4909586947501405,0.0000015861362533356242
WBGene00000250,bir-2,0.006175366036814889,-1.225470817598004,0.00007317731208707417,0.018057529045515584,1.5878987749803404,0.000000017086954923060065,0.0054579274073540025,-1.1412898435780043,0.01586338097798826
WBGene00000257,bmk-1,0.04762157270697635,-2.538005070726717,0.00000000000000000000000000000055402395474512234,0.3673388352461344,3.0693544754322435,0.0000000000000000000000000000000000000000000000000002485965953235706,0.03465783903669792,-2.655914247566337,0.0000000000000009878611310094992
WBGene00000285,cal-1,0.021851295207191142,-0.754051984296451,0.0023529589140677755,0.006492594712994367,-2.9621740885959253,0.0000000000000000000000000001075155293549866,0.11898281748031726,3.1296293124918106,0.000000000000000000000000000000000001706118375728228
WBGene00000298,cat-4,0.016863499562071425,1.9604616357989935,0.0000000006874039271029709,0.004057871695621479,-1.6794573169004314,0.000000760554278182367,0.004912134666618603,-0.9496305497811646,0.08184702977373545
WBGene00000302,cav-2,0.027670390126497482,2.646707472357331,0.000000000000000000016052622534823048,0.00436221207279309,-2.212445109428688,0.0000000000005539506678492082,0.004366341925883203,-1.708137549739556,0.00042919853178385105
WBGene00000373,cyp-14A5,0.03218315761493913,2.3613052534950834,0.000000000000003430094242084364,0.0050723396195268495,-2.2910549441250545,0.0000000000025938120240830507,0.009278476592501805,-0.8834920861103575,0.07814891060320872
WBGene00000387,cdc-25.2,0.12148845107041598,-1.4216929554253308,0.000000000004181168321656673,0.3965555114546091,1.657954294288733,0.000000000000000002896155284627181,0.13508370333201158,-0.9959114865483243,0.0010409357000387312
WBGene00000412,cdr-1,0.005581580840967303,3.098270847661289,0.0000000003303834501101682,0.0004057871695621479,-3.0846040666576284,0.00000010097734630511658,0.0010915854814708007,-1.060369848194437,0.1693285918593571
WBGene00000445,ceh-22,0.12041963771789033,1.429706028293027,0.00000000010259506397496571,0.05366535317459407,-0.7463563136176257,0.0011725380706253893,0.02046722777757751,-2.026387748765202,0.00000010201829515757618
WBGene00000447,ceh-24,0.029689259792379272,2.069814401612062,0.0000000002037785181823266,0.0071012754673375885,-1.6648697806773853,0.0000014360276161984506,0.006822409259192503,-1.3078479939219179,0.01947405558767289
WBGene00000449,ceh-27,0.13645183800577512,-0.9647318015993558,0.0000060662039443025555,0.35100590167125795,1.7143742229512946,0.00000000000000000801524099753059,0.03902418096258112,-2.6824842588150952,0.0000000000000104268461492857
WBGene00000453,ceh-32,0.278128985735009,-0.08407510715261513,0.7161103181491594,0.37971534391777995,0.8272079374947647,0.00002827280825825879,0.06658671436971883,-2.3164989044527324,0.000000000003720084180556697
WBGene00000454,ceh-33,0.007837964585188128,-1.37479877298897,0.0000055921789968594065,0.0036520845260593314,-2.768102105679323,0.0000000000000000024652320011285834,0.06604092162898344,3.556453751481855,0.0000000000000000000000000000000009615424503838095
WBGene00000455,ceh-34,0.1996305828439582,-0.6130800062185311,0.004115038534442452,0.27461646700118364,0.09654202706325421,0.6646891696231398,0.3883315350332373,0.6941986511660476,0.010196013594559098
WBGene00000477,cft-1,0.010925647603595571,2.63742965876932,0.00000000014537858163199966,0.0016231486782485917,-2.2624857919282837,0.0000004875388379642275,0.001910274592573901,-1.450042549717634,0.03805388723112698
WBGene00000478,cfz-2,0.16424098517144212,0.00672590578446286,0.9885990527846766,0.19021273573225686,0.4191588195220177,0.03576966256301892,0.09169318044354725,-0.9554670804974128,0.002177688697799373
WBGene00000480,cgp-1,0.07339185020676156,0.1938165807823098,0.36987174667998507,0.0677664573168787,0.0020503155965534425,1,0.054579274073540025,-0.36060287198248053,0.3178481951763289
WBGene00000488,che-7,0.04215874890517857,2.9301480888529623,0.00000000000000000000000000065334510363359885,0.003956424903230942,-2.995189145823888,0.000000000000000000000037842676042057266,0.009551372962869505,-1.1376420665628597,0.007147201965067542
WBGene00000490,che-11,0.09346178982640994,2.632859825867326,0.00000000000000000000000000000009788366937181655,0.014506891311846789,-2.264087896524786,0.0000000000000000000037454342480897035,0.016373782222062008,-1.6137582449366148,0.000012294775511174078
WBGene00000491,che-12,0.06472258634738681,2.7207080538011086,0.000000000000000000000000000005122500912301825,0.009333104899929402,-2.361690486718114,0.000000000000000000036007400495844925,0.010915854814708005,-1.6417188340874924,0.00003009196986611933
WBGene00000498,chk-1,0.013300788386985913,-2.5258749161706118,0.00000000000000000000000017761034393002544,0.10225836672966128,3.053449495240297,0.0000000000000000000000000000000000000000003034896369058495,0.009824269333237205,-2.6029754221171846,0.0000000000025270931568230967
WBGene00000499,chk-2,0.0034439541359159954,0.6359276336040889,0.2020473314698132,0.0027390633945444985,0.0568683592952528,0.9457181252763635,0.0008186891111031004,-1.5147482391054492,0.062337327168375624
WBGene00000514,ckb-4,0.03206440057576961,0.1804198890151616,0.45257752245196603,0.032057186395409686,0.20136715045332476,0.3977689337007953,0.01828405681463591,-0.79161207680042,0.028541490469841953
WBGene00000521,cky-1,0.08704890971125602,3.3448886060980856,0.00000000000000000000000000000000000005165865171374751,0.008217190183633497,-2.933502939506971,0.00000000000000000000000012229818227344228,0.009278476592501805,-2.2232314571141805,0.00000034446916048773235
WBGene00000533,clh-6,0.019001126267122734,-0.26197417877717477,0.3149536266347482,0.026984846775882837,0.6821781463121592,0.003716447744179123,0.011734543925811107,-0.9605188659239001,0.012112771206809226
WBGene00000534,cpi-2,1.1866203353818148,0.21171227305122758,0.28883148578896495,1.1331606710022981,0.11133872154575229,0.5840001884919275,0.7327267544372749,-0.6598711689012471,0.022281960343713544
WBGene00000539,cln-3.1,0.006412880115153922,3.6572381398495004,0.0000000000065906506874523034,0.0004057871695621479,-3.217054362681278,0.000000072008827048262,0.0005457927407354003,-1.9795387735813925,0.025634569532724746
WBGene00000541,cln-3.3,0.0066503941934929565,1.4717292431887339,0.00009721284568752401,0.0018260422630296657,-1.6079120494649946,0.00009213457727310834,0.003820549185147802,-0.003786319828069651,1
WBGene00000552,cmd-1,0.8852149699695804,0.8450533001877025,0.000007924006993289053,0.4298300593587052,-0.9273659118797741,0.0000012280975476740754,0.6620465945120405,0.04986605440437386,0.9241522777016615
WBGene00000554,cnb-1,0.451751777000843,0.9548622673169769,0.0000005069373807161744,0.12964900067510626,-1.856459028246653,0.0000000000000000000032063283971265734,0.5111349016987023,0.8785824972700351,0.0004024500983086877
WBGene00000555,cnc-1,0.0004750281566780683,1.4201989425486516,0.26995734300522084,0.00020289358478107396,-0.4430580375701041,0.7518678886952843,0,-0.48921314699831164,0.7440034576026774
WBGene00000556,cnc-2,0.0030876830184074443,3.1161927556585525,0.00001012545656415373,0.00030434037717161095,-2.513447365461502,0.001117277120864676,0.00027289637036770017,-1.5887488205492257,0.22042386287265936
WBGene00000557,cnc-3,0.06971038199250652,2.5078662618718846,0.000000000000000000006469741131053763,0.011362040747740143,-2.210094027607452,0.00000000000001280446347898722,0.014463507629488108,-1.3781818346095678,0.0019282839571380104
WBGene00000558,cnc-4,0.23478266643813528,2.7352146031360447,0.000000000000000000000000000007420078167314956,0.03165139922584754,-2.480816361221536,0.0000000000000000000007267284764812183,0.04475500474030283,-1.4766678936791977,0.00018731397771809305
WBGene00000559,cnc-5,0.00023751407833903416,2.2681958491036003,0.1871356964513289,0,-1.2910549441250545,0.561407581422686,0,0.733179274338136,1
WBGene00000562,cng-1,0.021732538168021627,1.5920854603242498,0.0000001705758686774118,0.006289701128213293,-1.5035995795051553,0.000003147876522903061,0.009551372962869505,-0.45444772883763473,0.43132404695340965
WBGene00000592,coh-3,0.0038002252534245465,-1.0925514946742885,0.0019117312794916222,0.011057700370568531,1.9053422686784485,0.0000000043945780823067136,0.0008186891111031004,-2.83160534444539,0.000015334919276140676
WBGene00000599,col-10,0.03764598141673692,3.411153802945644,0.00000000000000000000000000000030179235782526857,0.0028405101869350357,-3.2447162294581853,0.000000000000000000000041959321471236905,0.005185031036986303,-1.7945583576900699,0.00015640996122937085
WBGene00000601,col-12,0.07552947691181286,3.230198585861819,0.0000000000000000000000000003025389177107811,0.004666552449964701,-3.6006522371016976,0.000000000000000000000000012014903503216523,0.016919574962797407,-1.1203200697308802,0.018093477032941382
WBGene00000602,col-13,0.006887908271831991,4.565876397744286,0.0000000000006531828856545054,0.00020289358478107396,-4.02802053829126,0.000000011716537975655363,0.00027289637036770017,-2.6125955625035946,0.011726234415921915
WBGene00000614,col-37,0.00023751407833903416,2.2681958491036003,0.2189300526275038,0,-1.2910549441250545,0.6197588608877171,0,0.733179274338136,1
WBGene00000620,col-43,0.005581580840967303,2.268195849103601,0.00000046548308813562865,0.0013188083010769807,-1.542593711121019,0.0011109003772120521,0.0005457927407354003,-2.0276330617824385,0.014450724965284942
WBGene00000712,col-139,0.00011875703916951708,1.6832333483824442,0.4358135586648731,0,-0.7060924434038984,1,0,1.318141775059292,1
WBGene00000713,col-140,0.0017813555875427563,2.683233348382444,0.002256045909480923,0.00020289358478107396,-2.2085927839330814,0.022403040404186475,0.00027289637036770017,-0.8517832263830201,0.7260792319774911
WBGene00000714,col-141,0.004394010449272132,2.1238059397684266,0.00004439622643939501,0.0013188083010769807,-1.14666503478988,0.03237281618930727,0,-3.354283566912203,0.002894955658870821
WBGene00000715,col-142,0.0020188696658817906,2.5312302549373946,0.0011969828456040897,0.00030434037717161095,-1.9540199568474836,0.016235480125034996,0.00027289637036770017,-1.0741756477194677,0.415573021263183
WBGene00000716,col-143,0.0010688133525256537,4.005161443269808,0.0004767176299447905,0,-3.02802053829126,0.010087966265004907,0,-1.0037863198280697,0.5108149543441288
WBGene00000717,col-144,0.018526098110444665,2.6559260023867104,0.0000000000000013930313936126828,0.0024347230173728876,-2.488501008331272,0.000000000012106573931220656,0.004093445555515502,-1.1817041120239118,0.03159128684590273
WBGene00000718,col-145,0.012944517269477361,4.142664967019742,0.000000000000000037681670213939797,0.0007101275467337589,-3.513447365461502,0.00000000006592569284636756,0.0005457927407354003,-2.9672604438029566,0.0006696822415524265
WBGene00000719,col-146,0.014844629896189636,3.136951315825349,0.0000047257867322641035,0.0008115743391242958,-3.6654504589065517,0.000005196238405264569,0.003820549185147802,-0.8410568197899613,0.7339651067183804
WBGene00000720,col-147,0.03633965398587223,5.038437598144107,0.00000000000000000000000000000010962334796613202,0.0011159147162959069,-4.397254347956979,0.000000000000000000008180437356572016,0.0008186891111031004,-3.9947411802250627,0.00000035291701167415143
WBGene00000721,col-148,0.00285016894006841,2.1571645367148573,0.0004887945560329474,0.0005072339619526849,-1.928484864740346,0.004114345918384025,0.0008186891111031004,-0.5887488205492257,0.660726835482675
WBGene00000722,col-149,0.0011875703916951709,1.8207368721323807,0.04396938104856547,0.00030434037717161095,-1.2910549441250545,0.20311334117714627,0.00027289637036770017,-0.48921314699831164,0.8695326711116322
WBGene00000723,col-150,0.008669263859374747,3.3077242132902382,0.00014281176383480542,0.0008115743391242958,-2.8029539826564873,0.0038261537830735284,0.0008186891111031004,-2.0394102295587917,0.387049612261759
WBGene00000724,col-151,0.0010688133525256537,3.0051614432698077,0.004880842537935337,0.00010144679239053698,-2.02802053829126,0.06095071842648713,0,-1.1412898435780043,0.5566458981599949
WBGene00000725,col-152,0.0011875703916951709,2.5577024662985863,0.004278919638644945,0.00010144679239053698,-2.2910549441250545,0.028261141543922157,0.00027289637036770017,-0.266820725661864,0.8322765938386102
WBGene00000726,col-153,0.007481693467679577,0.36130525349508336,0.4546830920882135,0.007304169052118663,0.33398499597143694,0.4999980430875603,0.001910274592573901,-1.769321066191047,0.03723038132347044
WBGene00000727,col-154,0.02078248185466549,2.9727399655774294,0.000000000000000950272507099419,0.0016231486782485917,-3.225959915903169,0.00000000000004937361660972327,0.005185031036986303,-0.9448926307745014,0.12859363307482308
WBGene00000728,col-155,0.019476154423800802,3.294668060464792,0.0000000000000015448624365622737,0.0012173615086864438,-3.489468502527063,0.0000000000003228088481358706,0.003820549185147802,-1.2425731794151869,0.0687144532725406
WBGene00000729,col-156,0.0010688133525256537,1.0051614432698077,0.25578935548156273,0.0004057871695621479,-1.0846040666576275,0.18442589745121404,0.0008186891111031004,0.5107868530016884,0.8648229024878435
WBGene00000730,col-157,0.005819094919306337,2.7421270374360134,0.0000005259747792208402,0.0005072339619526849,-2.928484864740346,0.000003952005331296689,0.0016373782222062008,-0.6558630164077623,0.5550247380899895
WBGene00000731,col-158,0.002731411900898893,3.683233348382444,0.0000016923067666201578,0.00020289358478107396,-2.7060924434038984,0.001138537887451336,0,-2.3822979430818005,0.0869545212018322
WBGene00000732,col-159,0.017338527718749493,3.075550771161206,0.00009426788905846857,0.0018260422630296657,-2.743567148822561,0.001809032059118192,0.0024560673333093013,-1.7262523442991595,0.4531040979780829
WBGene00000733,col-160,0.03705219622088933,3.6513241004277015,0.00000000000000000004944031865681484,0.0015217018858580547,-4.102697224585756,0.0000000000000000032352502139039437,0.006549512888824803,-1.3955540397840664,0.03463797160568111
WBGene00000734,col-161,0.0005937851958475854,3.2681958491036003,0.02691386314542989,0,-2.2910549441250545,0.14069420471828414,0,-0.266820725661864,1
WBGene00000735,col-162,0.0023751407833903417,1.9056257697188936,0.002076361259305837,0.0007101275467337589,-1.1655240620411949,0.06608741038191035,0.00027289637036770017,-1.4892131469983116,0.1523222143897109
WBGene00000736,col-163,0.00035627111750855125,2.683233348382444,0.083238212493343,0,-1.7060924434038984,0.3192108296306377,0,0.3181417750592921,1
WBGene00000766,coq-6,0.01995118258047887,-0.30390450068050434,0.2391109247172269,0.026071825644368007,0.3626203066801157,0.1266345659987486,0.02101302051831291,-0.1311656263042975,0.8446325698641338
WBGene00000776,cpl-1,0.5426009119655235,-0.7417534044892649,0.0002945353369355542,0.2518923855057033,-2.237109683720873,0.0000000000000000000000000003334126281545248,2.6708367767886814,2.7909188367645053,0.0000000000000000000000000000000000000031198060850749234
WBGene00000781,cpr-1,0.0053440667626282684,4.621832803718301,0.000000000012404218277308327,0.00010144679239053698,-4.260681295081534,0.00000003993821672894496,0.00027289637036770017,-2.2364470766183455,0.031138846970707165
WBGene00000782,cpr-2,0.00023751407833903416,1.2681958491036003,0.6134653962131421,0.00010144679239053698,-0.2910549441250545,1,0,0.3181417750592921,1
WBGene00000783,cpr-3,0.006294123075984406,3.8531583498247572,0.0000000000006222408671502206,0.0004057871695621479,-3.1655240620411957,0.00000006746360376627589,0.00027289637036770017,-2.5398392200682807,0.007223299971088684
WBGene00000784,cpr-4,0.017694798836258047,3.268195849103602,0.0000000000007545822626450769,0.0015217018858580547,-3.0189753986882533,0.000000002227204935896729,0.0024560673333093013,-1.7262523442991595,0.027499452582164522
WBGene00000785,cpr-5,0.024345193029751,3.7847713748445067,0.00000000000000000000003798525403594055,0.0015217018858580547,-3.447559429805045,0.0000000000000004521477473588416,0.0021831709629416014,-2.2998357828898275,0.0003474315030011248
WBGene00000789,cpz-2,0.13241409867401155,3.0862554715044475,0.000000000000000000000000000000000000099853425449785,0.01278229584120766,-2.946226447127613,0.0000000000000000000000000000329124205687809,0.022923295110886813,-1.5509167470234866,0.00006166805477133114
WBGene00000795,crn-2,0.01911988330629225,-0.3692340715116904,0.14577630803475808,0.027390633945444987,0.5495081106590582,0.01946027446057273,0.01773826407390051,-0.39235160774572186,0.3324234617153105
WBGene00000802,crt-1,3.386475728957949,-0.536562156798845,0.006738103296673352,5.9765348801037055,1.0035997314606682,0.00000005447140352158527,2.048360155979957,-1.2236782358346543,0.000022674829810606303
WBGene00000813,csn-1,0.0445338896885689,-1.095333150250534,0.0000003886451734012888,0.11838840671975666,1.5237301834080381,0.000000000000023995287111871696,0.033293357184859415,-1.3308660661722018,0.00004319433954757405
WBGene00000838,cul-3,0.0472653015894678,-0.8969000430904375,0.000029596743908641274,0.10631623842528276,1.2438981313690074,0.0000000004049633302626369,0.03929707733294882,-1.000798341457497,0.0018498476000075724
WBGene00000840,cul-5,0.09488687429644414,-0.3426813503683479,0.10940187250713232,0.14283708368587608,0.7600100160468806,0.00010295139402375428,0.06003720148089403,-1.0024801223274444,0.0013076031774284854
WBGene00000859,cwp-1,0.0020188696658817906,2.5312302549373946,0.0007636627717470063,0.0004057871695621479,-1.5540893499588488,0.056913253925984314,0,-2.1412898435780043,0.1009034297816169
WBGene00000860,cwp-2,0.002493897822559859,3.1426649670197424,0.00014110517537644472,0.00010144679239053698,-3.2910549441250545,0.0006525503780300079,0.0005457927407354003,-0.620457680276564,0.7801395633976427
WBGene00000861,cwp-3,0.0004750281566780683,3.0051614432698077,0.033864765701798936,0,-2.02802053829126,0.17306392218558614,0,-0.003786319828069651,1
WBGene00000862,cwp-4,0.01140067576027364,2.4757912685119683,0.0000000009241027835496615,0.0013188083010769807,-2.6931533876964,0.000000006514645884276371,0.003820549185147802,-0.5563273428568483,0.4750009891793519
WBGene00000868,cyb-3,0.3218315761493913,-1.5784922288565193,0.000000000000004821157052028594,1.2253758052852963,2.0276919035176277,0.000000000000000000000000002458463022364903,0.25133755710865185,-1.685569716497799,0.000000013688407809609198
WBGene00000876,cyl-1,0.08099230071361065,-1.0526757133008853,0.0000003756495322630482,0.1972125644072039,1.2350435376685178,0.00000000012273821343892657,0.09005580222134105,-0.670371303267121,0.03170238385192375
WBGene00000877,cyn-1,0.10783139156592152,-0.25350175815953824,0.23600064015269798,0.11402619464696358,-0.14403034479282129,0.5052087631048614,0.16783126777613558,0.5955338159094619,0.021172954504785846
WBGene00000879,cyn-3,0.4375009323005009,-0.4663207629079298,0.019891583048546053,0.6018838192530559,0.29585385711508616,0.12826066880459738,0.611560765994016,0.21719112698901555,0.4657359142260268
WBGene00000883,cyn-7,0.7288119493833264,-0.287922472686735,0.15655995857674315,1.040742643134519,0.6690063105048013,0.0003610245209103608,0.48384526466193234,-0.8902121932621837,0.0019744663345144034
WBGene00000893,cyn-17,0.43666963302631434,3.553524522988856,0.000000000000000000000000000000000000000000000000010935084022497533,0.03297020752692452,-3.269879433975218,0.00000000000000000000000000000000000036770828797598687,0.04830265755508292,-2.1729906943618476,0.000000020020705875982584
WBGene00000907,daf-11,0.04073366443514436,3.409058384943452,0.00000000000000000005593529063768915,0.004260765280402553,-2.743352061972981,0.000000000004987866100950755,0.0024560673333093013,-2.952387167321425,0.000019331573112612464
