Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
WBGene00000146,ape-1,0.39434420744949367,0.08244698201977396,1,0.2878712064242633,-0.9814342520024046,0.0000020981854653061027,0.5911669709203929,1.0104661298831246,0.0000017404662606599358
WBGene00000159,aps-1,0.11266977355699818,-1.0727301507550313,0.38759361161873185,0.2139927552180364,-0.5921871990770318,0.007790192082035481,0.34960182263875395,0.7443587735377779,0.0009356298325463174
WBGene00000168,apx-1,0.08450233016774863,-0.10054102949275245,1,0.009171118080772988,-4.899778794496764,0.000000000000000000000000000000000000000000000000000000013521393623590678,0.3143988613313794,4.542669196734674,0.0000000000000000000000000000000000000000000000000000009539022741514718
WBGene00000172,aqp-4,0.5915163111742405,-2.486387915699503,0.005209574692345392,4.707840614796801,5.166851980735446,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000003369060640627721,0.07040592261474905,-5.973336026347553,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000007719116906304718
WBGene00000173,aqp-5,0.01877829559283303,1.5265469469010808,0.6100979595571274,0.012737664001073595,1.6241957727573668,0.034209025243055996,0.0012138952174956734,-2.4796986162937804,0.0046785181152395015
WBGene00000174,aqp-6,0.01877829559283303,0.8891170262857893,1,0.01987075584167481,1.9237560546162742,0.005208792077335785,0.0024277904349913467,-2.4796986162937804,0.0012095216655848514
WBGene00000200,arx-2,0.11266977355699818,-1.2808079751565236,0.24179425948565614,0.3123275213063246,0.41766657520952744,0.09048754184356778,0.24884851958661305,-0.2758620139855763,0.3270345690356493
WBGene00000214,asp-1,2.29095206232563,-3.1931406558332904,0.0003407212126777636,29.57379877113263,6.519821542270071,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010713462975559222,0.06676423696226204,-8.695924802859205,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019970118380982348
WBGene00000215,asp-2,0.33800932067099454,-3.2422334589655506,0.0004319159229361005,4.609505848708513,6.001050078148323,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009106947740399614,0.0364168565248702,-6.8672593745561885,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033548968242216677
WBGene00000218,asp-5,0.4694573898208258,-3.3037490358097372,0.00032288464239509936,6.641418010159772,6.404145132474822,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000778987227085615,0.026705694784904813,-7.82451829354107,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015138938541441705
WBGene00000219,asp-6,0.3567876162638276,-3.7396522968018355,0.00014699004771007843,6.874262508099398,6.8887920811734755,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011991353971360898,0.0182084282624351,-8.396324538505016,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027838676336076693
WBGene00000226,atl-1,0.1220589213534147,0.602960062420248,0.6049369053990712,0.06114078720515326,-1.2017748274675846,0.000017832667645966078,0.14323963566448947,1.156384878613995,0.00005323187091932849
WBGene00000228,atn-1,0.1877829559283303,1.230808375994581,0.18345194691757616,0.09171118080772989,0.2536769402571677,0.5683861220799392,0.06190865609227934,-0.6229556672740131,0.14748956905622898
WBGene00000233,avr-15,0,2.696471948343394,1,0,-3.076243945383726,0.059112925652056364,0.00364168565248702,3.327656305763824,0.04323562107599668
WBGene00000244,bbs-8,0.009389147796416515,2.696471948343394,0.5358632362016291,0,-4.246168946826038,0.0022365218387179753,0.008497266522469713,3.327656305763824,0.010204521297562861
WBGene00000249,bir-1,0.07511318237133212,-0.9569702902605299,0.5076947885824867,0.0616502937651962,-2.554897543958541,0.0000000000000000000000000002750472047568377,0.4017993169910679,2.680327924082294,0.0000000000000000000000000000010218966353382404
WBGene00000250,bir-2,0.009389147796416515,0.3389199437253101,1,0.002547532800214719,-3.70073481029152,0.000000000031670762119213625,0.04248633261234857,3.690226385148531,0.000000000011265292729244412
WBGene00000257,bmk-1,0.09389147796416515,0.036962494257182676,1,0.012737664001073595,-4.414723216534935,0.000000000000000000000000000000000000000000000000009614760965094466,0.3059015948089097,4.1407248790158215,0.00000000000000000000000000000000000000000000000065371837870374974
WBGene00000285,cal-1,0.046945738982082576,2.8220028304272518,0.039751347388608464,0.00662358528055827,-1.076243945383725,0.11346046449688556,0.009711161739965387,0.24965379376255026,0.9410218365349401
WBGene00000298,cat-4,0,-0.5889302705188548,1,0.016813716481417145,1.426256395145458,0.03654237476567343,0.006069476087478367,-1.1748440347653597,0.10171163995176896
WBGene00000302,cav-2,0.15961551253908077,-2.769321170545343,0.00218683952114989,1.5804893492532117,3.9232911939578656,0.0000000000000000000000000000000000000000000000000000013033366593676692,0.0958977221821582,-3.9577459130984245,0.00000000000000000000000000000000000000000000000024067082816664194
WBGene00000373,cyp-14A5,0,-0.47345305309891916,1,0.015285196801288314,1.292989864281994,0.06488256418116971,0.006069476087478367,-1.0415775039018955,0.16954968051859026
WBGene00000387,cdc-25.2,0.11266977355699818,-0.7142240037502221,0.77359189038633,0.02547532800214719,-4.412247225482811,0.0000000000000000000000000000000000000000000000000000000000000000029715498821215975,0.609375399182828,4.324790972069434,0.0000000000000000000000000000000000000000000000000000000000000000009469805276037053
WBGene00000412,cdr-1,0.028167443389249546,-2.9108583654062175,0.017004415550003652,0.3790728806719502,3.1794504511035497,0.0000000000000000000000002183213831125684,0.04248633261234857,-3.049313152681501,0.0000000000000000000011967504901535634
WBGene00000445,ceh-22,0.01877829559283303,2.9595063541771864,0.30405115119601633,0,-4.661206446104882,0.0007347501284966543,0.01092505695746106,3.064621899930029,0.012545733396707469
WBGene00000447,ceh-24,0.05633488677849909,3.1115094476222365,0.11075188796305797,0.008152104960687101,-0.44821272277068314,0.6803827654401662,0.0048555808699826935,-0.8739775554058271,0.602155095919063
WBGene00000449,ceh-27,0.15022636474266424,2.357670034891634,0.09666863664232833,0.010190131200858876,-3.041478527223049,0.000001949618869473996,0.07890318913721878,2.1625970594933275,0.0005627598871074637
WBGene00000453,ceh-32,0.0657240345749156,1.5265469469010804,0.32573570956175424,0,-7.380024693560829,0.000000000000000017095404010946798,0.0861865604421928,4.497581307206136,0.0000000000026399507013858146
WBGene00000454,ceh-33,0.15022636474266424,7.198972288872577,0.0003288817947718604,0.0010190131200858877,-3.578744285912909,0.006381544226455793,0,-2.920271207679762,0.22933819482095275
WBGene00000455,ceh-34,0.1783938081319138,1.7799953039056762,0.09467559919356959,0.002547532800214719,-5.857603658908385,0.0000000000000000000000000008829698567092464,0.17601480653687265,3.8736246748691165,0.000000000000000003859166976936005
WBGene00000477,cft-1,0,1.2370403297060957,1,0.003057039360257663,-0.5908171182134847,0.8272469929462847,0.0048555808699826935,0.8422294785935813,0.6054539218441563
WBGene00000478,cfz-2,0.028167443389249546,0.7191920248434771,0.9387896387289391,0.0015285196801288314,-5.053523868883643,0.00000000000000000013016384425987045,0.07161981783224473,4.427191979314737,0.0000000000000000028986689114861787
WBGene00000480,cgp-1,0.14083721694624773,-0.6004442585358962,0.8127331981287056,0.22367337985885233,0.025635668635488162,1,0.22942619610668227,0.06778917900871262,0.8551693943900063
WBGene00000488,che-7,0.01877829559283303,1.1521514321195827,0.7367601777430588,0.01477569024124537,0.8306466502247929,0.290971514195149,0.006069476087478367,-1.0873811935150206,0.15687524763268534
WBGene00000490,che-11,0.01877829559283303,3.4740795270069444,0.16889313199561878,0.0005095065600429438,-3.076243945383726,0.0050164327007891215,0.006069476087478367,1.9126188064849803,0.08451308590676009
WBGene00000491,che-12,0.01877829559283303,3.111509447622238,0.23466944944938084,0.0005095065600429438,-3.3981720402710884,0.0014647914783770437,0.008497266522469713,2.327656305763824,0.023663717815857337
WBGene00000498,chk-1,0.028167443389249546,0.5066473894633763,0.9976032051969761,0.0015285196801288314,-5.2660685042637425,0.000000000000000000007118631926318442,0.08375877000720147,4.649584400651185,0.000000000000000000117224523199234
WBGene00000499,chk-2,0.009389147796416515,4.696471948343394,0.2594054938618727,0,-2.6612064461048828,0.16734074334540372,0.0012138952174956734,1.3276563057638242,0.602155095919063
WBGene00000514,ckb-4,0.028167443389249546,-1.286521626350917,0.3808105674907793,0.05095065600429438,-1.7034346814941794,0.000000000052884940819483546,0.18451207305934236,1.8846044303153837,0.0000000000006448916353468187
WBGene00000521,cky-1,0.15961551253908077,1.4069653311484078,0.23374085328936206,0.07489746432631274,0.6096474641882113,0.3182575212501182,0.03398906608987885,-1.1806849133544204,0.05030359146291822
WBGene00000533,clh-6,0.01877829559283303,-0.7072502377076164,0.8035062711366877,0.03311792640279135,-1.0318498260252724,0.0022743845152478344,0.07404760826723608,1.1943897749003596,0.0004419995689841998
WBGene00000534,cpi-2,1.7182140467442224,-1.0579798917177499,0.289135862654733,2.3325210318765968,-1.3505764340771083,0.000000000000142118254913823,6.499194994471836,1.496975260131108,0.0000000000000006542911536304322
WBGene00000539,cln-3.1,0,-3.4015601346171334,0.024515495627867805,0.126867133450693,2.2456841495036373,0.000000000017071649465027674,0.02913348521989616,-1.9942717891235393,0.000000007183078556818699
WBGene00000541,cln-3.3,0.03755659118566606,-1.820803744866189,0.13723100075807843,0.22876844545928177,4.03709752769222,0.000000000000000000000000000013192304192026368,0.009711161739965387,-4.3289671800847795,0.0000000000000000000000000006965697793437322
WBGene00000552,cmd-1,0.8544124494739029,-0.7308864476296911,0.595161651735828,1.6080027034955306,0.7439635787459417,0.00043474875521830477,0.9735439644315301,-0.6884234339040382,0.002000729354845729
WBGene00000554,cnb-1,0.33800932067099454,-1.6171465129680525,0.07455782527409968,1.114290846813918,0.3897964573292215,0.07712332655839586,0.9164908892092334,-0.22904234273861118,0.38169261221323253
WBGene00000556,cnc-2,0,3.111509447622238,1,0.0010190131200858877,0.5087185553374312,1,0,-0.25730619495733364,1
WBGene00000557,cnc-3,0,3.696471948343394,1,0.0005095065600429438,-0.07624394538372492,1,0,0.3276563057638242,1
WBGene00000562,cng-1,0.009389147796416515,0.696471948343393,1,0.009680624640815932,-0.5616707725539669,0.45984128733977636,0.01456674260994808,0.6357786011261561,0.38290507516051075
WBGene00000592,coh-3,0.009389147796416515,1.8891170262857893,0.7805111469446425,0,-4.9831345409922445,0.0000008444475610168012,0.015780637827443756,4.135011227821429,0.000004870388645922379
WBGene00000599,col-10,0,0.8891170262857893,1,0.00662358528055827,2.7311109766738797,0.02826061277080093,0,-2.4796986162937804,0.051901157062398035
WBGene00000601,col-12,0.009389147796416515,-0.9328846717362165,1,0.049931642884208496,4.553112674695885,0.00030629975411868525,0,-5.316199884010901,0.00026768310549290044
WBGene00000602,col-13,0,1.2370403297060957,1,0.005095065600429438,2.3831876732535724,0.07641365950677671,0,-2.131775312873474,0.1369949786901578
WBGene00000714,col-141,0,1.8891170262857884,1,0.003057039360257663,1.7311109766738788,0.27467355169609525,0,-1.4796986162937813,0.29180773015020794
WBGene00000715,col-142,0,0.9960322302023012,1,0.006114078720515326,2.6241957727573677,0.02628592816243314,0,-2.3727834123772684,0.048944472732832804
WBGene00000716,col-143,0,1.111509447622237,1,0.005604572160472382,2.508718555337431,0.041650571119250815,0,-2.2573061949573328,0.0773468140130953
WBGene00000717,col-144,0.009389147796416515,3.111509447622238,0.4541411790265447,0.002547532800214719,0.5087185553374312,0.8193163074102368,0,-1.4796986162937813,0.5682898881277455
WBGene00000718,col-145,0.009389147796416515,1.7895813527348743,0.6770107560646189,0.007133091840601214,1.8306466502247938,0.24182686569957274,0,-2.6723436942361767,0.14125660950466992
WBGene00000719,col-146,0,3.696471948343394,1,0.0005095065600429438,-0.07624394538372492,1,0,0.3276563057638242,1
WBGene00000720,col-147,0,1.5265469469010817,1,0.004076052480343551,2.0936810560585872,0.10522885268524275,0,-1.8422686956784888,0.18705342181982174
WBGene00000721,col-148,0,3.696471948343394,1,0.0005095065600429438,-0.07624394538372492,1,0,0.3276563057638242,1
WBGene00000723,col-150,0.009389147796416515,4.696471948343394,0.25752093418111766,0.0005095065600429438,-1.076243945383725,0.627835293401906,0,-0.25730619495733364,1
WBGene00000724,col-151,0,1.8891170262857884,1,0.0020380262401717753,-0.33927835121751926,1,0.0024277904349913467,0.5906907115976168,0.7906412789848744
WBGene00000726,col-153,0,0.6090091070930539,1,0.00662358528055827,0.7311109766738788,0.407535066627108,0.00364168565248702,-0.4796986162937804,0.7007193100427997
WBGene00000727,col-154,0.1220589213534147,8.503826870400998,0.00005672546420016143,0,-4.8835988674413295,0.001090665604826089,0,-2.4796986162937804,0.3053418536714019
WBGene00000728,col-155,0,-0.11088297371421074,1,0.013756677121159484,3.7311109766738797,0.0001901203798547539,0,-3.4796986162937804,0.000684896675643732
WBGene00000730,col-157,0,3.111509447622238,1,0.0010190131200858877,0.5087185553374312,1,0,-0.25730619495733364,1
WBGene00000731,col-158,0,3.696471948343394,1,0,-2.076243945383725,0.407535066627108,0.0012138952174956734,2.327656305763824,0.3841612390286208
WBGene00000734,col-161,0,3.696471948343394,1,0.0005095065600429438,-0.07624394538372492,1,0,0.3276563057638242,1
WBGene00000735,col-162,0,3.111509447622238,1,0,-2.6612064461048828,0.16002256428783818,0.0024277904349913467,2.9126188064849803,0.13160950635072086
WBGene00000766,coq-6,0.009389147796416515,-1.918237895771815,0.20104206820765386,0.06776437248571153,-0.010154754925952858,1,0.07526150348473175,0.2281206322129088,0.5418204093821732
WBGene00000776,cpl-1,4.563125829058427,-0.8292136531379724,0.5504468589444632,1.6217593806166901,-3.7083075170682664,0.000000000000000000000000000000000000000000000000000000000000000000000000000000001111914218430132,23.36869683200921,3.7188126659981204,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000045090111427027786
WBGene00000781,cpr-1,0.009389147796416515,-2.620940665421476,0.05150602999328404,0.16202308609365612,6.241168668381144,0.000000000000000000000000000000048087910280863097,0,-6.994271789123539,0.000000000000000000000000000021489293849785553
WBGene00000783,cpr-3,0.009389147796416515,-3.965306149428594,0.001228266190591129,0.41219080707474154,7.585534152388263,0.0000000000000000000000000000000000000000000000000000000015734902137621524,0,-8.335901798453449,0.0000000000000000000000000000000000000000000000000008453615080616238
WBGene00000784,cpr-4,0.03755659118566606,-2.9123372943321315,0.041444388055288946,0.4932023501215696,5.259146409310199,0.00000000000000000000000000000000000034095874549702936,0.008497266522469713,-5.598639689017288,0.00000000000000000000000000000000014960108698638914
WBGene00000785,cpr-5,0.009389147796416515,-5.0348470826816705,0.0005068568795289547,0.8656516455129616,8.65507508564134,0.000000000000000000000000000000000000000000000000000000000000007753202496961858,0,-9.404511119899562,0.000000000000000000000000000000000000000000000000000000011724312023484943
WBGene00000789,cpz-2,0.6854077891384056,-2.323193906686252,0.007844032920797543,4.6650420637531935,3.064824633475777,0.00000000000000000000000000000000000000002984999256406585,0.5401833717855746,-3.0435587268490085,0.00000000000000000000000000000000000088198345475121
WBGene00000795,crn-2,0.03755659118566606,-0.5207587678772767,1,0.060631280645110315,-0.3191004692798889,0.39227006118171387,0.08011708435471444,0.4395491858347209,0.2154115251047645
WBGene00000802,crt-1,5.614710382257076,-1.993601833618916,0.017791046613014453,22.257284568915956,0.14292663913943127,0.5453544078442472,22.050406625808908,0.04214412864852335,0.9099639547936531
WBGene00000813,csn-1,0.03755659118566606,-1.1615090467841793,0.44908079809164336,0.06521683968549681,-1.440056121307396,0.000000009920660960539557,0.1954371300168034,1.6122238731472587,0.00000000018469672336557572
WBGene00000838,cul-3,0.03755659118566606,-1.1057212685984323,0.49330053711558763,0.07133091840601213,-1.0965639297633216,0.000022870186330448554,0.16751754001440294,1.266688288472397,0.0000011892089297293285
WBGene00000840,cul-5,0.09389147796416515,-0.01902211551998878,1,0.05604572160472382,-1.8440705032546925,0.0000000004122478225778336,0.21607334871422987,1.8926088457534855,0.00000000019863357106769979
WBGene00000862,cwp-4,0.0657240345749156,2.081762104228184,0.11540939099720289,0.020889768961760695,0.4091828817865162,0.5892585413150601,0.008497266522469713,-1.287053538351385,0.06674952907671988
WBGene00000868,cyb-3,0.0657240345749156,-2.4068158600686287,0.02203808563768165,0.012737664001073595,-6.455289011069448,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000133248259227042,1.3037234635903532,6.353383130882193,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015214720692420116
WBGene00000876,cyl-1,0.10328062576058167,-0.9497867316466366,0.5168890087384261,0.14164282369193837,-1.33582692602859,0.0000000014055680680758452,0.3908742600336068,1.4831375704428145,0.000000000027832651287820575
WBGene00000877,cyn-1,0.21595039931757987,-1.943772987878953,0.03217102624915411,0.8911269735151087,0.31319096886191355,0.17237984316167929,0.7817485200672136,-0.13116516482424873,0.6616320047020746
WBGene00000879,cyn-3,0.41312250304232667,-1.1758096103349842,0.23466944944938084,0.5405864602055634,-1.684563164882138,0.0000000000000000001550426629308297,1.91067107233819,1.8376567488037576,0.0000000000000000000002130160853055143
WBGene00000883,cyn-7,1.4459287606481435,-1.8469840215373736,0.02963277303077881,4.821460577686377,-0.19808614184139373,0.36644035198819896,6.062192716173393,0.3824040575679004,0.06452954083790927
WBGene00000893,cyn-17,0.14083721694624773,6.696471948343394,0.00016170297350956764,0.0015285196801288314,-3.076243945383726,0.0072085129412828635,0,-2.920271207679762,0.1231414383373857
WBGene00000907,daf-11,0.05633488677849909,5.9188643696798415,0.002381240715308303,0,-4.246168946826038,0.0021081200880041103,0.0024277904349913467,0.10526388442737478,1
WBGene00000915,hsp-90,3.6711567883988576,-1.01236560747837,0.32672887749453117,5.733477320163247,-0.8530607778436461,0.000005870300064544008,11.227316866617484,0.9954709369566319,0.00000018404145705424787
WBGene00000936,dbl-1,0.028167443389249546,3.111509447622237,0.10094181171126544,0.002547532800214719,-1.8132095395499324,0.03728175137727367,0.00728337130497404,0.9650862263791158,0.3608468492408057
WBGene00000940,dcs-1,0.03755659118566606,-0.9473842414313318,0.5759754810320988,0.0662358528055827,-0.9970172542331501,0.00019069890523106136,0.14445353088198515,1.1577313043215112,0.000016428534506640994
WBGene00000951,deg-3,0.009389147796416515,5.696471948343394,0.16889313199561878,0,-2.076243945383725,0.407535066627108,0,0.3276563057638242,1
WBGene00000955,des-2,0.01877829559283303,6.28143444906455,0.033255145808952086,0,-2.6612064461048828,0.17224576333023292,0,-0.25730619495733364,1
WBGene00000976,dhs-13,0.03755659118566606,-0.5514555651001927,0.9494268702829541,0.05706473472480971,-0.6136169875866218,0.055011535194879606,0.09346993174716685,0.7426938050426668,0.021526508355360834
WBGene00000977,dhs-14,0.028167443389249546,-3.260630093218893,0.0028499762053377222,0.5054305075626002,6.557477867257286,0.000000000000000000000000000000000000000000000000000000000008076919471590685,0.0012138952174956734,-7.632345626304257,0.00000000000000000000000000000000000000000000000000000007331577362460817
WBGene00000978,dhs-15,0,3.111509447622238,1,0,-2.6612064461048828,0.16002256428783818,0.0024277904349913467,2.9126188064849803,0.13160950635072086
WBGene00000979,dhs-16,0.05633488677849909,2.91886436967984,0.12158154512905928,0.010190131200858876,-0.0058546174923277405,1,0.00364168565248702,-1.427231196399645,0.3134708558472617
WBGene00000980,dhs-17,0.046945738982082576,2.9595063541771873,0.07013124389703342,0.0010190131200858877,-4.014843400719583,0.0000010812791069870718,0.020636218697426448,2.4975813072061364,0.0007915349590605288
WBGene00000981,dhs-18,0.2347286949104129,-2.8055182995308674,0.001508476660440805,1.903007001760395,0.8209289037137556,0.00008163642829410042,1.185975627493273,-0.6155536303242491,0.00520311131615784
WBGene00000982,dhs-19,0.01877829559283303,-1.9569702902605295,0.14343010384206334,0.02700384768227602,-3.2928999971710287,0.0000000000000000000000000000000000018054948036343597,0.301046013938927,3.4803033157743006,0.0000000000000000000000000000000000000001472345360326392
WBGene00000983,dhs-20,0.03755659118566606,-2.706113809889195,0.012137892021340345,0.3118180147462816,0.28868155499911263,0.2644525519524591,0.2828375856764919,-0.0711056538021897,0.8911947402026573
WBGene00000984,dhs-21,0.1877829559283303,-2.533262448334223,0.004817464752574365,1.2279108097034945,0.5855248027254787,0.005736983107130753,0.899496356164294,-0.384402495644102,0.10029321872462602
WBGene00000985,dhs-22,0.05633488677849909,-3.137321727010236,0.0017411581028395702,0.7168757299804219,1.7684778291383634,0.000000000000005612652313834219,0.22942619610668227,-1.5680544907146277,0.00000000002587562358528185
WBGene00000986,dhs-23,0.03755659118566606,-2.0503782347546577,0.267263278694587,0.10903440384918998,-1.6811979212923478,0.000000005756295209111712,0.3908742600336068,1.8882596008565753,0.00000000008764813176390695
WBGene00000987,dhs-24,0.05633488677849909,-0.0960859717861311,1,0.05655522816476676,-0.7446224542925188,0.020166796662559643,0.09953940783464522,0.8200526877489076,0.011557469192325772
WBGene00001021,dnj-3,0.01877829559283303,0.5535139945013503,1,0.016813716481417145,-0.44821272277068314,0.5128495450343651,0.023064009132417795,0.4796593992088738,0.5145986660749872
WBGene00001037,dnj-19,0.34739846846741107,-1.3893149643069918,0.14160443995989447,0.6883433626180171,-0.9825653182423506,0.00000035435064031472604,1.4918772223021826,1.152268022009033,0.0000000037000412460500603
WBGene00001040,dnj-22,0.07511318237133212,0.13847649522250594,1,0.031589406722662514,-2.4027447700609117,0.0000000000000000021580697819484047,0.18087038740685535,2.406727876755022,0.0000000000000000010912762861033556
WBGene00001043,dnj-25,0.1220589213534147,0.34900876134889236,0.850548714031446,0.10393933824876053,0.048647302444082996,0.9901011383039078,0.09711161739965388,-0.10067801612847838,0.8785262507157129
WBGene00001054,dpf-1,0.03755659118566606,4.4334375425095995,0.007560395565165955,0.0015285196801288314,-1.8835988674413295,0.06510289204844624,0.0024277904349913467,-0.08738119351501972,1
WBGene00001073,dpy-11,0.27228528609607894,-1.4539523338307923,0.16889313199561878,0.8096059239082377,0.40122016942514943,0.09837854239301415,0.6567173126651593,-0.2510819231848708,0.3767855119442224
WBGene00001080,dpy-21,0.28167443389249547,-0.12082121077033037,1,0.23233499137958238,-1.0475485123832595,0.0000009129564927552471,0.5061943056956958,1.1072374757623642,0.00000034004037829276366
WBGene00001088,dpy-30,0.291063581688912,-1.514807999138615,0.10545049320189998,0.6959859610186613,-0.6762547054642193,0.0007321699150521435,1.218750798365656,0.851487446454678,0.000024402645335998555
WBGene00001089,dre-1,0.15961551253908077,0.16249337634104144,1,0.09323970048785872,-1.524225543277485,0.0000000004693314503433151,0.2828375856764919,1.5469693341682995,0.0000000004895887500515193
