"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"lipt-1",0.0264811177346713,-0.845669052736054,0.135,0.246,1
"T16G1.4",0.0265683945449408,-2.22559508005258,0.045,0.122,1
"sir-2.1",0.0265922650361919,-0.167963266423064,0.292,0.443,1
"pid-3",0.0266451039733399,-1.48596643821942,0.022,0.092,1
"nhl-2",0.0266583044222211,0.146327394542959,0.326,0.483,1
"uad-2",0.0266940551733852,-0.743114776234022,0.09,0.19,1
"mrpl-12",0.026820147031056,-0.245172984476754,0.562,0.723,1
"cpt-1",0.026852456709648,0.452131706630118,0.798,0.838,1
"ubc-3",0.0268787597862345,-0.495624799878105,0.472,0.62,1
"acl-6",0.0268965424955853,-0.429083865198471,0.135,0.251,1
"pcn-1",0.0269105858104302,-2.21544477364206,0.045,0.124,1
"wac-1.2",0.0269565467801016,-0.46300547777387,0.124,0.232,1
"F36D3.1",0.0270510537442807,0.243551445183846,0.067,0.157,1
"gdi-1",0.0270638053093939,0.920832750863432,0.64,0.747,1
"tba-4",0.027067819061645,-1.1603088568345,0.034,0.11,1
"K09F6.15",0.0270735067361706,-1.97015826007963,0.011,0.073,1
"C39H7.4",0.0270938009849046,0.597892992839111,0.753,0.614,1
"tag-321",0.0272306198323688,2.02404399504897,0.281,0.199,1
"C47E12.3",0.0272821954013578,-1.53259618575259,0.112,0.208,1
"Y53F4B.39",0.0272879574836156,-0.133986115902062,0.562,0.717,1
"marc-1",0.0273502721302713,1.52547008767448,0.124,0.063,1
"pxd-1",0.0273543198763052,-1.07569643491012,0.067,0.159,1
"oac-32",0.0273851239352511,-2.19863914658721,0,0.052,1
"ZC412.10",0.0273851239352511,-1.51174892307789,0,0.052,1
"glna-2",0.0273851239352511,-2.71679997581561,0,0.052,1
"F31D5.2",0.0273851239352511,-3.00386721437638,0,0.052,1
"K05F6.10",0.0273851239352511,-1.81799325052484,0,0.052,1
"F53F10.8",0.0273851239352511,-1.42860253635456,0,0.052,1
"Y39A1A.24",0.0273851239352511,-1.47726494348425,0,0.052,1
"nop-1",0.0273851239352511,-1.71777090957125,0,0.052,1
"R05D3.9",0.0273851239352511,-2.54030118363978,0,0.052,1
"lir-2",0.027409011717096,-0.868739421800076,0.101,0.202,1
"rnp-5",0.02743852664469,-0.388309736552453,0.281,0.422,1
"gpx-5",0.0274804736984661,1.7843436947533,0.112,0.054,1
"rfc-1",0.0275050333473501,0.209206615878554,0.225,0.356,1
"ZK792.5",0.0275106343402718,-0.291593401925105,0.292,0.443,1
"smg-5",0.0275165925980115,-0.33677800188057,0.067,0.161,1
"nas-19",0.0275607026627278,-1.80630395206929,0.011,0.073,1
"sao-1",0.0275631635827808,-0.930041543646048,0.202,0.321,1
"ilkp-1",0.0275956572873597,-1.6139116600243,0.022,0.092,1
"ints-1",0.0276502471210963,-1.20615160317599,0.101,0.194,1
"H14A12.3",0.0276732107264538,-0.56933708518491,0.247,0.38,1
"srv-6",0.0276969952553312,-1.29179108994081,0.056,0.138,1
"dpt-1",0.0277186577010553,0.385651373026978,0.101,0.204,1
"pig-1",0.0277461120978526,-1.94054002499592,0.022,0.091,1
"taf-8",0.0277737029796947,-1.18057502424902,0.045,0.126,1
"asna-1",0.0277911443301428,-0.463398853991154,0.348,0.513,1
"cdr-4",0.0278501475625596,0.579570152134655,0.472,0.353,1
"ctc-3",0.0278848563999419,0.686394252796343,0.978,0.99,1
"K04C1.2",0.0278965138586653,-1.24536288646463,0.045,0.124,1
"hsp-25",0.0279393286593965,0.669466108176476,0.596,0.62,1
"K03B4.2",0.0280313667234255,-1.06614249303013,0.157,0.262,1
"lin-17",0.0281115023167364,0.894403552309349,0.303,0.202,1
"tipn-1",0.0281341162081505,-1.96857377061873,0.011,0.072,1
"pgam-5",0.0281481025348418,0.562925756819095,0.573,0.534,1
"trp-2",0.0281892805723033,1.59207686268857,0.112,0.054,1
"phip-1",0.0282025729935796,-0.454153606175319,0.348,0.492,1
"exos-8",0.0282407255989267,-0.627523271837064,0.258,0.391,1
"gpch-1",0.0282684896558889,-0.323933437245052,0.101,0.208,1
"ekl-1",0.0282970846017733,-0.266664141215067,0.124,0.237,1
"Y48E1C.4",0.0283007262617504,-0.466865721597885,0.258,0.412,1
"cyn-12",0.0283039199864427,-1.10870839955723,0.112,0.213,1
"cdc-6",0.0283068353037872,-1.40415598138278,0.067,0.152,1
"atf-6",0.0283572821089294,1.01542926607806,0.528,0.518,1
"T01G5.7",0.0283716111151249,2.33912207417264,0.101,0.047,1
"ZK380.6",0.0284440814080295,1.59646469593972,0.09,0.038,1
"cyp-33E2",0.0284539769023413,-0.973797360109699,0.146,0.26,1
"crn-7",0.0284567270972935,-1.27636782368291,0.011,0.073,1
"lig-1",0.0285834600724257,-1.38986467933582,0.079,0.168,1
"ZK285.2",0.0286007127749951,1.6562391944958,0.067,0.024,1
"F53F4.16",0.028603896491056,-0.677303447453165,0.157,0.271,1
"stip-1",0.0288217510647168,0.109574937321094,0.101,0.209,1
"B0228.6",0.0288906145422643,-1.2549305306869,0.326,0.403,1
"dnj-22",0.0288917222425061,-1.36611620812232,0.067,0.155,1
"K06H7.7",0.0289225234539616,-1.51776974605983,0.022,0.091,1
"C49A9.3",0.0289380357742334,-1.06418009699585,0.056,0.141,1
"pik-1",0.0289384707594444,-1.25621093979421,0.045,0.126,1
"F28F5.4",0.0289929507964067,1.59045116510292,0.18,0.103,1
"nhr-107",0.0290182231849373,0.61658276135709,0.124,0.234,1
"C55A6.12",0.0290331897712457,-1.16626799890537,0.034,0.11,1
"suco-1",0.0290345161720706,-0.576778743548565,0.236,0.358,1
"C48D1.1",0.029037968485271,-1.39666944623534,0.079,0.166,1
"pfas-1",0.0290399046085545,1.80571192129444,0.18,0.11,1
"Y15E3A.4",0.0290563764216286,-1.99190198424996,0.011,0.072,1
"lon-8",0.0291604373075506,-2.76718449256348,0.011,0.072,1
"F07E5.5",0.0292501760203879,0.534796570555131,0.719,0.688,1
"marc-6",0.0292624673891593,-0.710087627992282,0.326,0.442,1
"hif-1",0.0292819219944492,-0.325743557465551,0.551,0.702,1
"gst-4",0.0294604450972346,-0.586408556622397,0.539,0.569,1
"mrps-35",0.0295056910671278,0.564790568002753,0.247,0.387,1
"stl-1",0.0295753496094134,-0.703999379646101,0.079,0.173,1
"T14G11.1",0.0296462158860888,-0.648292478448864,0.067,0.157,1
"aap-1",0.0296871023941282,-1.29529259181485,0.045,0.122,1
"nhr-183",0.0297354294156204,0.782458337288842,0.315,0.234,1
"nsph-1.2",0.0298272838716094,0.625969500928792,0.213,0.351,1
"cchl-1",0.0298969185978202,-0.538067835789243,0.393,0.527,1
"rad-23",0.0299290919467192,-0.348570017674189,0.258,0.377,1
"sftb-2",0.0299349805480924,-0.318324524672973,0.371,0.536,1
"dog-1",0.029959391085612,-0.555929239128458,0.022,0.092,1
"slc-25A32",0.029969086796583,-0.735074124662505,0.079,0.176,1
"cah-3",0.0300045299146266,-1.66037705079023,0.011,0.072,1
"K03H1.7",0.0300045299146266,-1.63928657643781,0.011,0.072,1
"F33A8.4",0.0300924486085806,-0.722983493487822,0.213,0.326,1
"ran-1",0.0300927216234563,-0.23706659995101,0.652,0.846,1
"lmtr-2",0.0301055221473589,-0.400056329103459,0.169,0.297,1
"Y25C1A.13",0.0301876406510079,-0.535019417508831,0.382,0.518,1
"gst-23",0.0302183791284389,-2.55751679210634,0,0.051,1
"acs-9",0.0302183791284389,-3.30750074035343,0,0.051,1
"F19G12.8",0.0302183791284389,-1.57602346198552,0,0.051,1
"D2096.6",0.0302183791284389,-4.05579303861521,0,0.051,1
"Y41D4B.6",0.0302183791284389,-2.29825860884871,0,0.051,1
"clec-74",0.0302183791284389,-2.38988428495362,0,0.051,1
"mcm-2",0.0302183791284389,-2.25078012960585,0,0.051,1
"F01D5.2",0.0302183791284389,-1.97575820831123,0,0.051,1
"T22C8.4",0.0302183791284389,-2.50857957851751,0,0.051,1
"Y37E3.30",0.0302183791284389,-1.78297168082907,0,0.051,1
"fbxa-9",0.0302183791284389,-1.98306299763545,0,0.051,1
"wdr-4",0.0303219739179979,-1.59264998344899,0.067,0.154,1
"Y53C12B.1",0.0303436478787214,-0.689434284357487,0.157,0.271,1
"ced-5",0.0303682428699557,0.400677855402056,0.135,0.243,1
"kcmf-1",0.0304093338323233,-0.891612624145951,0.101,0.204,1
"C03H5.3",0.0306306814764057,-0.842003040071067,0.247,0.361,1
"F56D1.1",0.0307070836555947,-1.11775317754122,0.045,0.124,1
"cup-15",0.0307602554218864,-1.55775990687102,0.011,0.072,1
"drr-1",0.0307747771882225,0.355735231350887,0.809,0.93,1
"fbxa-144",0.0308658317224214,-1.32593018600767,0.056,0.138,1
"slc-25A10",0.0308765407778478,-0.378431590361218,0.382,0.508,1
"pmp-2",0.0308772217441743,-1.15976298637381,0.562,0.609,1
"T04H1.2",0.0310142134367653,-1.42520497155213,0.09,0.182,1
"cept-2",0.0310949699249544,-1.1546481042205,0.09,0.183,1
"cec-4",0.0311104449844465,-1.14635823019932,0.124,0.222,1
"srd-70",0.0311793358684231,4.16791141932546,0.022,0.003,1
"pud-2.1",0.0311793358684231,3.03482556898652,0.022,0.003,1
"T21H3.5",0.0311793358684231,3.05069044638731,0.022,0.003,1
"F36H9.10",0.0311793358684231,2.87303790357961,0.022,0.003,1
"spo-11",0.0311793358684231,2.99603515628069,0.022,0.003,1
"T23G4.2",0.0311793358684231,3.01605283748508,0.022,0.003,1
"C42C1.3",0.0311793358684231,3.56666179763136,0.022,0.003,1
"F26E4.5",0.0311793358684231,3.42779701861299,0.022,0.003,1
"C06E1.11",0.0311793358684231,2.8338205213522,0.022,0.003,1
"malt-1",0.0312125421955703,-1.34016623367357,0.045,0.124,1
"F23G4.1",0.0312307000003897,-0.167317117254549,0.067,0.159,1
"snpc-3.4",0.0312462951309852,-1.1137986624303,0.079,0.164,1
"dao-6",0.0312517497467954,1.17994659809381,0.079,0.031,1
"bath-38",0.0312755321440685,-0.358526065365392,0.371,0.517,1
"sld-2",0.0313062587228474,-0.308006725499166,0.056,0.143,1
"cutl-13",0.0313605451839878,-1.64700746995286,0.022,0.087,1
"npp-6",0.0313738649224101,-0.409285166611773,0.157,0.267,1
"K07B1.4",0.0313793046975194,-2.618180849839,0.034,0.103,1
"acl-12",0.031403803886002,-0.349950481385965,0.404,0.532,1
"rpl-39",0.0314566918650865,-0.209854236381158,0.955,0.986,1
"chil-25",0.0315207795836675,-2.64466338504375,0.011,0.07,1
"clec-182",0.0315284777794141,3.82120108409383,0.022,0.003,1
"C06E4.5",0.0315284777794141,3.07912566192712,0.022,0.003,1
"ccpp-6",0.0315284777794141,2.83170237060073,0.022,0.003,1
"elc-1",0.0315662305478608,-0.637133253661543,0.258,0.382,1
"rpa-1",0.0317288957484722,-0.888160475021884,0.191,0.305,1
"ceh-34",0.0318809677644365,2.91023499990012,0.022,0.003,1
"txt-10",0.0318809677644365,2.78169891745375,0.022,0.003,1
"W06A7.2",0.0318809677644365,1.92944017009076,0.022,0.003,1
"Y75B12B.10",0.0318809677644365,1.99038651767509,0.022,0.003,1
"B0348.1",0.0318809677644365,4.3893124372601,0.022,0.003,1
"C33G3.5",0.0318809677644365,3.30072113900952,0.022,0.003,1
"ZC504.1",0.0318809677644365,2.70635588916813,0.022,0.003,1
"hsp-12.6",0.0318809677644365,2.76043644609251,0.022,0.003,1
"oac-8",0.0318809677644365,2.63976440666297,0.022,0.003,1
"Y37E11AL.2",0.0318809677644365,2.91309970977227,0.022,0.003,1
"F07A5.2",0.0318809677644365,3.6262566383911,0.022,0.003,1
"eak-6",0.0318809677644365,2.60158676765075,0.022,0.003,1
"cutl-8",0.0318809677644365,2.64684247874285,0.022,0.003,1
"C10H11.7",0.0318809677644365,2.82344267799311,0.022,0.003,1
"ZK353.10",0.0318809677644365,1.97599892254406,0.022,0.003,1
"vps-60",0.0319080748718004,-0.523631930311972,0.393,0.56,1
"zyg-9",0.0319632516982408,-0.430601821189216,0.191,0.321,1
"sumv-2",0.0319938351200204,-0.537518079984422,0.191,0.3,1
"trpp-6",0.031994572917184,-0.830189988784459,0.112,0.216,1
"Y97E10AR.3",0.0320789973382804,0.182469601670527,0.045,0.126,1
"try-6",0.0320960411896506,1.95534533884102,0.135,0.072,1
"atgl-1",0.0321601643206396,1.42495276894293,0.371,0.284,1
"tag-123",0.0321954806621021,0.806573626528868,0.663,0.665,1
"npp-9",0.0322185964061503,-0.279415379806447,0.225,0.375,1
"sod-2",0.0322436445078372,-0.152787003455289,0.494,0.644,1
"eme-1",0.0322945165531195,-1.49726214221882,0.067,0.152,1
"ugt-26",0.0323975744896688,-0.745603047717161,0.528,0.635,1
"F40F8.5",0.0324348590337109,2.24477216273901,0.011,0.072,1
"gst-20",0.0324431534136806,0.564577262848645,0.697,0.806,1
"erfa-3",0.0324892974021431,-0.427628904372012,0.416,0.59,1
"kqt-3",0.0324986331791821,1.53986296846509,0.449,0.363,1
"ndx-2",0.0325046707845231,-0.88161129437666,0.022,0.089,1
"jac-1",0.0325516423154993,-0.806669756262004,0.124,0.218,1
"D2023.3",0.0325545815452846,1.61308158375409,0.101,0.047,1
"sgn-1",0.0325960924481312,1.95107632358846,0.022,0.003,1
"sdz-28",0.0325960924481312,2.153367782531,0.022,0.003,1
"dma-1",0.0325960924481312,2.00223584893471,0.022,0.003,1
"ppgn-1",0.0326068316092514,-0.738509967710619,0.202,0.325,1
"str-7",0.0326903340440865,-1.95233623662163,0.022,0.087,1
"scc-2",0.0327316906632179,-0.655540312262409,0.225,0.34,1
"dnj-21",0.032757803917066,-1.05101190350016,0.169,0.281,1
"M106.8",0.0327814800340423,-1.7333991694902,0.011,0.07,1
"gln-1",0.0328467081219414,-0.489284519798173,0.315,0.443,1
"clec-25",0.0328982123460157,-1.80127787438056,0.011,0.07,1
"ZK1320.11",0.0329090606978315,-0.425187893378473,0.371,0.527,1
"npp-5",0.0329105192963832,-1.06875690466978,0.09,0.182,1
"cup-5",0.032938852169854,-0.650438023622339,0.135,0.243,1
"polq-1",0.0329492888543833,-0.506221135073877,0.045,0.124,1
"F52E4.5",0.0329528573738609,0.232773078492409,0.124,0.061,1
"hrg-4",0.0330113857092845,2.70813618300401,0.056,0.019,1
"rop-1",0.0330780574528139,-0.16169682267426,0.427,0.541,1
"aqp-2",0.03313272402284,-4.63209078380795,0.011,0.07,1
"mrpl-23",0.033163020083428,-0.599482071155551,0.157,0.269,1
"C06B3.6",0.0332061046827849,1.21629599384786,0.506,0.447,1
"mboa-6",0.0333038033844102,0.130150303788143,0.551,0.736,1
"coq-6",0.0333398405161958,-0.872816763405799,0.124,0.222,1
"romo-1",0.0333467187891669,-0.252037002318429,0.461,0.625,1
"oac-7",0.0333485083042389,-2.03751345544597,0,0.049,1
"T01G5.1",0.0333485083042389,-1.92992205758385,0,0.049,1
"zip-7",0.0333485083042389,-4.05587969344567,0,0.049,1
"dhs-7",0.0333485083042389,-1.74781824938483,0,0.049,1
"spp-17",0.0333485083042389,-1.81930136147651,0,0.049,1
"Y106G6G.2",0.0333485083042389,-1.65750370853772,0,0.049,1
"F56F3.4",0.0333485083042389,-2.21215630409933,0,0.049,1
"hal-2",0.0333485083042389,-1.93366131471111,0,0.049,1
"dct-6",0.0333485083042389,-1.76931407226997,0,0.049,1
"bath-46",0.0333533322137939,4.3588574990507,0.079,0.033,1
"F53A10.2",0.0333565674781497,0.421519486083098,0.247,0.387,1
"mdf-1",0.0333993474279365,-0.122143922575931,0.169,0.288,1
"ufd-3",0.0334564916357834,-1.09209799574023,0.045,0.12,1
"ZK971.1",0.0335005445234726,1.26363392777414,0.315,0.227,1
"lsy-13",0.0335641244762639,-0.644603659861052,0.146,0.257,1
"klp-19",0.0336292011658043,-0.164945788764766,0.112,0.22,1
"ZK185.2",0.0336364508025539,-1.47153385507652,0.079,0.164,1
"max-1",0.0337448508612707,3.38694142805808,0.067,0.026,1
"swan-1",0.0338083464937402,-0.583070609456016,0.18,0.288,1
"rnp-7",0.033828299699226,-0.31311975180444,0.472,0.604,1
"top-2",0.0338466082933726,-1.18782616250701,0.135,0.236,1
"M02B7.7",0.0338529914292333,-2.35691539384567,0.022,0.087,1
"odc-1",0.0338536689755573,0.579977957363593,0.775,0.829,1
"cfim-1",0.0338645269724625,-0.781465131267419,0.202,0.318,1
"mdt-9",0.0339391872907379,-0.282548412477594,0.236,0.373,1
"F13B12.7",0.0339430485782705,1.73474010746039,0.056,0.019,1
"T07A9.10",0.0339522755869138,-0.633417219589564,0.292,0.421,1
"let-60",0.0340647996441616,-0.124178906224519,0.494,0.675,1
"clec-193",0.0341320544978162,1.18926079100544,0.056,0.019,1
"daf-36",0.0342188846394622,-1.92628244166029,0.067,0.147,1
"M106.7",0.0342357645804534,1.28125166646209,0.371,0.283,1
"R09A1.3",0.0342360495630431,0.991366056836716,0.157,0.089,1
"rps-25",0.0342605549543574,-0.212046350427292,0.921,0.991,1
"fbxa-51",0.03426071649832,-1.02177966317559,0.034,0.106,1
"nstp-1",0.0342914292801659,-1.25524167521595,0.022,0.089,1
"otpl-2",0.0343219592420285,1.73409790326235,0.056,0.019,1
"cku-70",0.0344376394994388,-0.391958313499536,0.124,0.234,1
"C32B5.15",0.0344399315750054,-1.988423874833,0.011,0.068,1
"her-1",0.0344399425074027,-2.07831280451668,0.011,0.068,1
"Y87G2A.18",0.0344399425074027,-1.58377176929628,0.011,0.068,1
"lec-6",0.0344925182632664,-0.36117938530062,0.573,0.581,1
"F07C6.4",0.034525385524375,0.722150536428634,0.146,0.251,1
"sex-1",0.0346328848618075,-1.63449911522842,0.09,0.175,1
"kxd-1",0.0346590741148537,-1.350642138749,0.045,0.12,1
"ZK742.6",0.0346866638433296,-1.59525042001584,0.011,0.068,1
"F59C6.5",0.0347096202002579,-0.250764567194784,0.573,0.768,1
"R05H11.1",0.0347206013613274,-1.47813882271798,0.022,0.087,1
"cox-18",0.0347657279967171,-0.740633537525617,0.045,0.122,1
"Y56A3A.28",0.0347755048819412,-1.72758393924249,0.067,0.148,1
"snr-6",0.0349682352179925,-0.518728438361135,0.562,0.703,1
"rskn-1",0.0349870468431781,-1.14831480100697,0.146,0.241,1
"R07B7.2",0.035082075083253,3.97592340848919,0.067,0.026,1
"ham-3",0.035113784696384,-0.535215196628837,0.135,0.248,1
"del-5",0.0351144766310778,-0.409636731491972,0.281,0.389,1
"vps-37",0.0351162962563449,0.323053468883247,0.337,0.476,1
"myrf-2",0.0351198716531441,-1.11331659690539,0.404,0.489,1
"R11G1.2",0.0351481526361142,-0.686532595781833,0.112,0.208,1
"skat-1",0.0351670493318571,-0.301370083683775,0.303,0.442,1
"coa-3",0.0351677305727662,-0.505434936620667,0.416,0.553,1
"F42A10.7",0.0351724298014957,-0.626418572854746,0.056,0.136,1
"xbx-6",0.0351967133121065,-0.724769621000117,0.225,0.342,1
"phf-10",0.0352058475306682,-1.49638755126782,0.045,0.119,1
"dhs-9",0.0352571726609947,-0.556800154300467,0.438,0.578,1
"lsm-4",0.0352925785777156,-0.734480050104407,0.315,0.426,1
"F53H4.4",0.0353084637186216,-0.945455507991855,0.011,0.07,1
"F22E5.1",0.035318397215126,1.34879663593014,0.146,0.08,1
"C09H10.5",0.0353566172912931,-0.986220163344966,0.112,0.213,1
"nprl-2",0.0353803149378318,-1.06214324505917,0.034,0.105,1
"snu-23",0.0353949484277874,0.831651282174567,0.449,0.368,1
"ZK829.7",0.0354733752595028,-0.51924204618138,0.292,0.431,1
"kin-9",0.0354804492714171,1.67426095997129,0.056,0.019,1
"tnt-3",0.0354897630443211,-1.58714266610941,0.034,0.103,1
"mrpl-11",0.0355160707307012,0.124036560195107,0.449,0.639,1
"F56C4.4",0.0355575753524076,-0.391819393125447,0.011,0.07,1
"ZK742.3",0.0355692993165708,-1.15028676725629,0.112,0.201,1
"F53A9.1",0.0357612471659446,-0.903052633953549,0.067,0.15,1
"unc-18",0.0357615366966749,-0.671198013184345,0.135,0.244,1
"F14D12.1",0.0357674810722547,1.97334812161539,0.067,0.026,1
"flp-23",0.0357745606265789,1.48905984023577,0.079,0.033,1
"ZK1290.10",0.0358252700172977,-0.981003654364423,0.022,0.089,1
"catp-8",0.035847626416897,0.592909213309859,0.685,0.705,1
"chaf-2",0.0359445228254843,-1.23678147788048,0.022,0.087,1
"Y14H12A.1",0.0359863141861863,0.990736676005815,0.079,0.175,1
"srp-2",0.0360707788040393,-1.73393962214794,0.011,0.068,1
"rhgf-1",0.0360720986331079,1.48500987902298,0.056,0.019,1
"glod-4",0.0360759142898291,-0.661608411205183,0.124,0.223,1
"C07B5.4",0.0361234356717447,0.761042458703331,0.438,0.337,1
"pqn-39",0.0361376060133354,-0.990861265140685,0.124,0.218,1
"Y60A3A.8",0.0361709617398228,-1.41063936987596,0.022,0.087,1
"tag-281",0.036250192413015,-0.602163675887746,0.112,0.22,1
"C17H12.8",0.0362525117095356,1.25226243359246,0.124,0.063,1
"nhr-40",0.0363052050828453,1.06379409649543,0.236,0.159,1
"C29F9.6",0.0363627763216487,1.67993936738485,0.09,0.04,1
"uba-5",0.0364524790584952,-0.376630725387494,0.191,0.312,1
"fshr-1",0.0364709388167439,1.02654442764288,0.584,0.569,1
"ugt-54",0.0365209830262452,0.745778133116201,0.618,0.627,1
"K11H12.11",0.0365803494632534,0.880346906373616,0.539,0.447,1
"F40G9.5",0.0365983894917885,0.55800027568535,0.191,0.316,1
"mig-18",0.0366527986219675,0.730905777323974,0.18,0.105,1
"F11C1.1",0.0366646406516879,-0.315514720054002,0.27,0.4,1
"icd-2",0.0367043230635591,0.242634658975174,0.843,0.944,1
"mix-1",0.0367895174532645,-0.814471531668426,0.416,0.511,1
"R01E6.7",0.0368078532055083,-1.37841227040902,0,0.047,1
"R148.5",0.0368078532055083,-1.99719479272969,0,0.047,1
"skr-14",0.0368078697935748,-1.78960287859769,0,0.047,1
"srj-49",0.0368078697935748,-1.66571029046414,0,0.047,1
"srw-14",0.0368078697935748,-2.47843298074774,0,0.047,1
"try-5",0.0368078697935748,-2.140712051298,0,0.047,1
"R07A4.4",0.0368078697935748,-2.68119015630203,0,0.047,1
"T25B6.6",0.0368078697935748,-2.74154364623827,0,0.047,1
"Y45F10B.59",0.0368078697935748,-1.70578007660034,0,0.047,1
"alh-6",0.0368078697935748,-1.15262002425518,0,0.047,1
"pho-14",0.0368078697935748,-1.81686901959569,0,0.047,1
"Y52E8A.3",0.0368078697935748,-2.26053649323576,0,0.047,1
"F10C1.9",0.0368078697935748,-1.31889766354273,0,0.047,1
"F10E9.7",0.0368078697935748,-1.2865295498456,0,0.047,1
"fbxa-55",0.0368078697935748,-1.58368501623388,0,0.047,1
"crm-1",0.0368169887350547,3.73959250709386,0.067,0.026,1
"cyk-4",0.036888350340434,-1.36123573916736,0.056,0.133,1
"somi-1",0.0369758770107144,-1.84220065266993,0.011,0.068,1
"ZK632.12",0.0369836955645384,-0.20760311957683,0.404,0.558,1
"mob-2",0.0370214647185017,0.592813542656337,0.64,0.602,1
"T10H10.2",0.0370403554428894,2.27183393399383,0.079,0.033,1
"his-37",0.037056701062689,0.571616691561666,0.764,0.803,1
"rhgf-2",0.0371253883710033,1.5387149812153,0.236,0.152,1
"C24G6.8",0.0372559915062398,-0.180652681141602,0.371,0.539,1
"rbx-1",0.0372610190411761,-0.455993061445318,0.427,0.574,1
"cul-2",0.037271820027136,-0.164616236235941,0.303,0.457,1
"aat-1",0.037279644917032,-1.43767960525963,0.101,0.185,1
"icap-1",0.037284404256521,-0.397900991658683,0.27,0.396,1
"Y60A3A.19",0.0373106771894423,0.483546257014501,0.494,0.415,1
"F11E6.6",0.0374951741783121,-1.43118008889856,0.034,0.103,1
"irg-3",0.0376176436169697,-0.742343133056714,0.236,0.351,1
"K07C5.9",0.0376487544404801,-1.16995253462019,0.079,0.166,1
"T14B1.1",0.0376570341046211,-1.84439198582414,0.022,0.084,1
"T07E3.3",0.0376755377534473,-1.38861234615995,0.022,0.086,1
"tag-77",0.0377594846861837,-0.181996596016763,0.169,0.298,1
"tnt-4",0.0377768199695351,-2.36665775932091,0.022,0.084,1
"wrt-5",0.0377872054216873,1.22391484974778,0.584,0.581,1
"F19G12.9",0.0378171813693197,-0.420621279880299,0.18,0.295,1
"rab-18",0.0378209193891154,-0.397313528179184,0.213,0.339,1
"kin-29",0.0378221874489447,0.925600071950526,0.483,0.438,1
"dod-20",0.0378335601056454,-1.67621132104205,0.011,0.068,1
"utp-20",0.0379132320448288,-0.463597631445835,0.517,0.649,1
"gtf-2F2",0.0379567887489353,-0.83383222990473,0.157,0.26,1
"Y39A3CL.3",0.0381264445226048,-0.29123396399558,0.584,0.754,1
"ska-3",0.0381679312991648,-1.26941314961068,0.011,0.068,1
"Y36E3A.2",0.0381702698464289,-2.27411333435443,0.011,0.066,1
"C30H6.9",0.0382622947007102,-0.393347327269069,0.124,0.227,1
"ech-3",0.0382916615763182,-0.395278986892748,0.528,0.642,1
"baz-2",0.0383074810760445,-0.949467980959247,0.146,0.239,1
"sacy-1",0.0383859105525165,-0.466080685545044,0.169,0.269,1
"R05G6.4",0.0384528769762137,-1.1292353430758,0.09,0.176,1
"rpl-36.A",0.0384853239923074,-0.200116740444697,0.899,0.983,1
"Y46G5A.20",0.0385277632378687,-1.98938299755259,0.09,0.173,1
"F26D2.15",0.0386584892066993,1.30738305630825,0.112,0.056,1
"nhr-208",0.0386668448837933,0.925120363295009,0.236,0.152,1
"fbxb-72",0.03871840973542,2.41279000728663,0.146,0.082,1
"dmd-7",0.0389021553073353,0.971932483970973,0.292,0.206,1
"ced-6",0.038904376939054,-1.22816097491007,0.045,0.119,1
"gon-2",0.0389250546595731,0.662970850554899,0.573,0.548,1
"wht-7",0.038990302714838,-0.325390132409651,0.36,0.492,1
"mif-3",0.038999351508911,-1.20297254469259,0.022,0.086,1
"C08F11.13",0.0390247104989583,0.501687965852155,0.663,0.618,1
"bag-1",0.0390377937728146,-1.05498740939467,0.157,0.255,1
"C36B1.6",0.0391267978264637,0.69727499977886,0.112,0.209,1
"jtr-1",0.0391663017892557,-1.34459452648448,0.034,0.101,1
"ebp-1",0.0392189249605019,0.129612001953189,0.247,0.375,1
"rsp-8",0.0392425862731301,-0.276664845640002,0.393,0.565,1
"K10D6.4",0.0393373134502072,-0.146059147799716,0.079,0.166,1
"cct-2",0.0393752838597635,0.909765492205718,0.573,0.586,1
"T12G3.2",0.0394983895318495,-1.10240467243399,0.371,0.436,1
"arrd-24",0.0395175789292656,-0.234800724577435,0.112,0.211,1
"xpo-2",0.039519308673376,-1.52325405747346,0.056,0.133,1
"fbxa-66",0.0395371136323173,2.2135884599021,0.045,0.014,1
"Y44A6C.1",0.0396281190413664,0.670724482518906,0.584,0.525,1
"emb-4",0.0396883225653571,0.191275659308184,0.348,0.476,1
"clec-54",0.0396897872716922,-2.11688850726821,0.011,0.066,1
"ell-1",0.0398023281480541,0.414307694478225,0.371,0.522,1
"K02F3.12",0.0399670799184081,-0.731706232971935,0.112,0.208,1
"F28H6.4",0.0400128413022012,-0.920887453810887,0.09,0.18,1
"let-504",0.0400259553996936,-0.266558886403138,0.303,0.443,1
"ndx-3",0.0400265078429245,-0.6516243343171,0.09,0.178,1
"swsn-4",0.040183209614523,-0.50329980409624,0.573,0.723,1
"C29F7.1",0.0402339211870434,0.312830806156167,0.36,0.524,1
"T07A9.12",0.0402363436501509,-0.885495353254128,0.18,0.283,1
"enri-1",0.040278745186356,-0.93344240325004,0.056,0.134,1
"uig-1",0.0404794989756439,0.928180225488912,0.09,0.188,1
"T02G5.14",0.0404952770331568,-1.6691511643471,0.022,0.084,1
"C03B1.14",0.0405067665259843,1.19394207257288,0.067,0.026,1
"attf-5",0.040510313873151,-0.897594548474119,0.034,0.103,1
