228411
6327	6541	1462
7075	7307	1677
7373	7513	1910
8179	8391	2051
9226	10103	2264
0	69	0
682	760	70
813	934	149
1383	1473	271
1978	2217	362
2987	3110	602
3185	3364	726
3411	3535	906
3633	3782	1031
5621	5701	1181
5831	6020	1262
6317	6531	1452
7065	7297	1667
7363	7503	1900
8169	8381	2041
9216	10093	2254
0	1362	0
1449	1629	1363
2105	2301	1544
0	63	0
193	382	64
679	893	254
1427	1659	469
1725	1865	702
2531	2743	843
3578	3766	1056
0	104	0
939	1127	105
0	190	0
1119	1316	191
0	65	0
0	114	0
160	534	115
587	993	490
1042	1186	897
1247	1546	1042
1600	1862	1342
0	100	0
147	289	101
408	483	244
0	533	0
1141	1501	534
1836	2599	895
3170	3330	1659
3680	3864	1820
3936	4166	2005
5046	5274	2236
5989	6757	2465
7981	8254	3234
8977	9162	3508
9557	9875	3694
10230	10360	4013
10897	11089	4144
11137	11764	4337
0	521	0
1129	1489	522
1824	2587	883
3158	3318	1647
3668	3867	1808
3924	4154	2008
5034	5262	2239
5977	6745	2468
7969	8242	3237
8965	9150	3511
9545	9863	3697
10218	10348	4016
10885	11077	4147
11125	11696	4340
0	764	0
810	1101	765
1153	1274	1057
1323	1375	1179
0	27	0
123	222	28
472	669	128
717	933	326
981	1234	543
0	27	0
123	222	28
472	669	128
717	933	326
981	1229	543
1374	1379	792
0	196	0
242	367	197
415	618	323
954	1097	527
1141	1242	671
1311	1466	773
0	68	0
112	213	69
282	347	171
0	56	0
278	616	57
737	901	396
0	228	0
745	979	229
1032	1287	464
1399	1811	720
0	204	0
257	512	205
624	939	461
0	115	0
460	860	116
1478	1807	517
1853	2092	847
2149	2285	1087
2395	2617	1224
2670	2808	1447
0	51	0
100	151	52
1412	1611	104
1660	1839	304
1891	2048	484
4818	5268	642
5327	5408	1093
6129	6985	1175
0	50	0
99	150	51
1411	1610	103
1659	1838	303
1881	2047	483
4817	5267	650
5326	5407	1101
6128	6983	1183
0	52	0
1313	1512	53
1561	1740	253
1783	1949	433
4719	5169	600
5228	5309	1051
6030	6885	1133
0	199	0
248	427	200
470	636	380
3406	3856	547
3915	3996	998
4717	5570	1080
0	291	0
350	431	292
1152	1320	374
0	91	0
169	244	92
1212	1561	168
1898	2375	518
2872	2945	996
0	41	0
172	298	42
348	506	169
548	937	328
984	1187	718
1235	1486	922
1533	1824	1174
1924	2137	1466
2291	2447	1680
2526	2651	1837
2709	3025	1963
3071	3368	2280
3836	4009	2578
4055	4178	2752
4222	4385	2876
4433	4632	3040
4702	4826	3240
4884	5094	3365
5162	5839	3576
6420	6551	4254
6595	6720	4386
0	160	0
1580	1703	161
0	780	0
825	956	781
1086	1763	913
1816	2026	1591
2131	2255	1802
3092	3291	1927
3335	3504	2127
3552	3849	2297
4423	4720	2595
4766	5214	2893
5259	5415	3342
5493	5706	3499
6101	6392	3713
6439	6690	4005
6738	6941	4257
6988	7377	4461
7427	7585	4851
7635	7712	5010
8791	8887	5088
0	262	0
307	438	263
568	1245	395
1298	1508	1073
1613	1737	1284
2574	2773	1409
2817	2986	1609
3034	3331	1779
3905	4202	2077
4248	4696	2375
4741	4897	2824
4975	5188	2981
5583	5874	3195
5921	6172	3487
6220	6423	3739
6470	6859	3943
6909	7067	4333
7117	7194	4492
8273	8369	4570
0	374	0
540	827	375
1425	1717	663
2196	2425	956
2473	2545	1186
2927	3258	1259
3328	3436	1591
3637	4031	1700
4505	4593	2095
4728	4836	2184
5205	5315	2293
5371	5488	2404
5830	5932	2522
6575	6647	2625
9477	9591	2698
0	356	0
522	809	357
1407	1699	645
2178	2407	938
2455	2527	1168
2909	3240	1241
3310	3418	1573
3619	4013	1682
4487	4575	2077
4710	4818	2166
5187	5297	2275
5353	5470	2386
5812	5914	2504
6557	6629	2607
0	142	0
308	595	143
1193	1485	431
1964	2193	724
2241	2313	954
2695	3026	1027
3096	3204	1359
3405	3799	1468
4273	4361	1863
4496	4553	1952
0	145	0
2189	2285	146
2338	2502	243
2552	3089	408
3382	3609	946
3655	3830	1174
3874	4018	1350
4356	4485	1495
4532	4817	1625
0	28	0
2072	2168	29
2221	2385	126
2435	2972	291
3265	3492	829
3538	3713	1057
3757	3901	1233
4239	4368	1378
4415	4592	1508
0	96	0
149	313	97
363	900	262
1193	1420	800
1466	1641	1028
1685	1829	1204
2167	2296	1349
2343	2577	1479
0	86	0
139	890	87
1183	1410	839
1456	1631	1067
1675	1819	1243
2157	2286	1388
2333	2510	1518
0	96	0
2076	2174	97
2727	2990	196
3139	3243	460
3290	3635	565
0	384	0
519	617	385
1170	1433	484
1582	1686	748
1733	2080	853
0	277	0
326	432	278
477	548	385
604	704	457
0	92	0
143	265	93
361	845	216
5685	5847	701
6281	6599	864
7193	7703	1183
7814	7935	1694
8218	8361	1816
8415	8494	1960
9328	9731	2040
10225	10570	2444
11346	11434	2790
11656	11851	2879
11993	12159	3075
12719	12969	3242
13841	14289	3493
14595	14709	3942
16683	17139	4057
17939	18329	4514
18760	19083	4905
19703	19994	5229
20898	21321	5521
21710	21854	5945
21936	22233	6090
23056	23227	6388
23329	23417	6560
23697	23947	6649
24340	25020	6900
0	400	0
894	1239	401
2015	2103	747
2325	2520	836
2662	2828	1032
3388	3638	1199
4510	4958	1450
5264	5378	1899
7352	7808	2014
8608	8998	2471
9429	9752	2862
10372	10663	3186
11567	11990	3478
12379	12523	3902
12605	12902	4047
13725	13896	4345
13998	14086	4517
14366	14616	4606
15009	15257	4857
0	269	0
677	819	270
871	1048	413
1789	1895	591
1976	2103	698
2214	2457	826
0	277	0
844	1209	278
0	615	0
1105	2849	616
0	244	0
292	399	245
452	559	353
609	809	461
3079	3270	662
3346	3492	854
4357	4424	1001
0	145	0
193	300	146
353	460	254
510	710	362
756	3171	563
3247	3393	2979
4258	4580	3126
0	76	0
129	263	77
317	946	212
1195	1362	842
1601	1696	1010
1839	2187	1106
0	548	0
722	825	549
941	1071	653
1116	1192	784
1564	1706	861
2062	2389	1004
3164	3407	1332
3767	4104	1576
4294	4429	1914
4853	4903	2050
0	92	0
197	317	93
3405	3535	214
4195	4424	345
4894	5097	575
5444	5524	779
5721	5999	860
0	380	0
834	957	381
1469	1963	505
2518	2604	1000
2710	2862	1087
2933	3145	1240
0	332	0
1421	1915	333
2470	2556	828
2662	2814	915
2885	3097	1068
0	68	0
1157	1543	69
0	68	0
1157	1651	69
2206	2292	564
2398	2550	651
2621	2683	804
0	49	0
503	626	50
1138	1524	174
0	49	0
503	626	50
1138	1632	174
2187	2273	669
2379	2531	756
2602	2664	909
0	92	0
4577	4635	93
11380	11489	152
11546	11615	262
11988	12513	332
12573	12694	858
12878	13040	980
13713	14256	1143
0	87	0
459	517	88
7262	7371	147
7428	7497	257
7870	8395	327
8455	8576	853
8760	8922	975
9595	10138	1138
0	108	0
6853	6962	109
7019	7088	219
7461	7986	289
8046	8167	815
8351	8513	937
9186	9735	1100
0	25	0
1386	1495	26
1552	1621	136
1994	2519	206
2579	2700	732
2884	3046	854
3719	3871	1017
0	109	0
166	235	110
608	1133	180
1193	1314	706
1498	1660	828
2333	2876	991
0	277	0
479	797	278
1280	2003	597
2760	2980	1321
3394	3623	1542
3731	3950	1772
4951	4979	1992
0	188	0
390	708	189
1191	1914	508
2671	2891	1232
3305	3534	1453
3642	3749	1683
0	595	0
653	803	596
855	1897	747
1945	2861	1790
2907	3121	2707
3173	3793	2922
3842	4008	3543
0	579	0
1189	1868	580
2526	3839	1260
4236	4544	2574
4594	4803	2883
0	303	0
913	1196	304
0	79	0
124	385	80
434	798	342
1444	2193	707
3104	3390	1457
3992	4124	1744
6256	7132	1877
0	160	0
242	345	161
1187	1506	265
3105	3539	585
4961	5241	1020
0	580	0
825	964	581
1952	2761	721
3306	3447	1531
3492	3673	1673
3724	3975	1855
4024	4081	2107
0	580	0
825	964	581
1952	2761	721
3306	3447	1531
3492	3673	1673
3724	3975	1855
5236	5355	2107
0	112	0
161	237	113
293	514	190
573	888	412
0	159	0
217	444	160
892	1220	388
1725	1886	717
2181	2525	879
3334	3620	1224
4406	4712	1511
5284	5504	1818
5921	6239	2039
6914	7021	2358
7078	7357	2466
8374	8486	2746
8534	8776	2859
0	169	0
226	681	170
1021	1086	626
1134	1450	692
2143	2699	1009
3236	4069	1566
0	162	0
219	674	163
1014	1443	619
2136	2692	1049
3229	3778	1606
0	457	0
797	862	458
910	1226	524
1919	2475	841
3012	3553	1398
0	566	0
1103	1640	567
0	976	0
2154	2491	977
3085	3403	1315
4347	4437	1634
5061	5195	1725
0	171	0
3627	3947	172
5000	5070	493
5132	5305	564
5358	5502	738
0	1057	0
1112	1484	1058
1534	1850	1431
1900	2147	1748
2195	2399	1996
2720	2831	2201
0	87	0
163	238	88
295	548	164
603	738	418
1799	2399	554
3250	3510	1155
5220	5324	1416
5551	5738	1521
0	468	0
1289	1350	469
1723	2082	531
2565	2630	891
3142	3336	957
3688	3722	1152
3986	4192	1187
4528	4652	1394
4886	5169	1519
5620	5945	1803
0	447	0
1268	1329	448
1702	2061	510
2544	2609	870
3121	3312	936
3667	3701	1128
3965	4171	1163
4507	4631	1370
4865	5148	1495
5599	5924	1779
0	157	0
298	378	158
1062	1214	239
3064	3156	392
3402	3526	485
4623	4826	610
7172	7340	814
8479	8653	983
9630	9872	1158
11453	11735	1401
12312	12544	1684
13550	14027	1917
0	126	0
1223	1426	127
3772	3940	331
5079	5253	500
6230	6472	675
8053	8335	918
8912	9144	1201
10150	10616	1434
0	234	0
3012	3236	235
3586	3791	460
4662	4790	666
4943	5071	795
5118	5237	924
5585	5817	1044
0	110	0
177	299	111
643	1260	234
1371	1571	852
1617	1766	1053
1817	1971	1203
2579	2791	1358
0	106	0
251	373	107
991	1081	230
2705	2779	321
2911	3048	396
6194	6303	534
6479	6756	644
7292	7458	922
11353	11488	1089
11543	11718	1225
12853	12991	1401
13233	14618	1540
15566	16059	2926
16947	17602	3420
0	178	0
235	323	179
376	656	268
0	265	0
629	815	266
1653	1918	453
2448	2608	719
3042	3089	880
3390	3518	928
4422	4531	1057
0	150	0
632	741	151
883	1161	261
1297	1527	540
2352	2599	771
3169	3547	1019
4256	4446	1398
0	138	0
587	1067	139
1909	1919	620
0	270	0
749	819	271
868	963	342
1114	1237	438
1342	1580	562
2428	2810	801
3548	3688	1184
3755	3863	1325
3919	4353	1434
0	116	0
161	226	117
275	337	183
1093	1298	246
0	233	0
1228	1333	234
1381	1590	340
1641	1755	550
1867	2191	665
2256	2382	990
2898	3587	1117
4291	4374	1807
4423	4737	1891
5859	6189	2206
0	59	0
107	316	60
367	481	270
593	917	385
982	1108	710
1624	2313	837
3017	3100	1527
3149	3463	1611
4585	4824	1926
0	139	0
186	320	140
1546	1686	275
2283	2423	416
3649	3975	557
5785	5898	884
0	53	0
100	234	54
1460	1600	189
2197	2337	330
3563	3838	471
0	321	0
1166	1241	322
1334	1387	398
1432	1563	452
2615	2714	584
2769	2880	684
2929	3158	796
3202	3359	1026
0	114	0
166	272	115
329	543	222
592	752	437
804	935	598
981	1232	730
1282	1422	982
1471	1575	1123
1625	1858	1228
1909	2018	1462
2065	2284	1572
2332	2583	1792
0	82	0
139	353	83
402	562	298
614	745	459
791	1042	591
1092	1232	843
1281	1385	984
1435	1668	1089
1719	1828	1323
1875	2094	1433
2142	2213	1653
0	266	0
314	475	267
800	940	429
1791	1987	570
2047	2263	767
0	266	0
314	475	267
800	940	429
1791	2290	570
0	242	0
290	451	243
776	889	405
0	242	0
290	451	243
776	916	405
1767	1963	546
2023	2032	743
0	709	0
1437	2046	710
2099	2681	1320
2732	3164	1903
3979	4192	2336
5307	5353	2550
0	275	0
1003	1612	276
1665	2247	886
2298	2730	1469
3545	3673	1902
0	275	0
1003	1612	276
1665	2247	886
2298	2730	1469
3545	3758	1902
8104	8168	2116
0	299	0
1211	1445	300
0	128	0
0	122	0
298	379	123
821	924	205
978	1449	309
0	168	0
222	828	169
894	1359	776
0	114	0
163	269	115
317	515	222
576	889	421
0	58	0
108	515	59
565	796	467
0	121	0
181	438	122
484	713	380
1580	1789	610
2331	2605	820
2679	2886	1095
2942	3262	1303
3601	3861	1624
3942	4163	1885
4222	5078	2107
0	121	0
181	438	122
484	713	380
1580	1789	610
2331	2605	820
2673	2886	1095
2942	3262	1309
3601	3861	1630
3942	4163	1891
4222	5082	2113
0	217	0
285	498	218
554	874	432
1213	1473	753
1554	1775	1014
1834	2121	1236
0	217	0
291	498	218
554	874	426
1213	1473	747
1554	1775	1008
1834	2121	1230
0	216	0
1017	1213	217
1709	2122	414
2439	2889	828
3124	3698	1279
4328	4401	1854
4449	4635	1928
4686	5069	2115
5123	6013	2499
0	197	0
1029	1168	198
2132	2492	338
3327	3423	699
4026	4292	796
0	197	0
1029	1168	198
2132	2288	338
2331	2492	495
3327	3423	657
4026	4296	754
0	141	0
973	1112	142
2076	2436	282
3271	4240	643
0	128	0
960	1099	129
2063	2219	269
2262	2423	426
3258	4227	588
0	77	0
1041	1197	78
1240	1401	235
2236	2332	397
2935	3097	494
0	77	0
1041	1401	78
2236	2332	439
2935	3201	536
0	133	0
184	383	134
428	594	334
638	721	501
771	844	585
1873	2448	659
0	260	0
409	596	261
957	1304	449
0	431	0
716	820	432
1467	1720	537
1972	2489	791
2757	2947	1309
0	431	0
716	820	432
1467	1900	537
1972	2489	971
2757	2947	1489
0	414	0
459	673	415
1368	1518	630
0	110	0
156	257	111
0	326	0
1347	1471	327
1526	1851	452
2822	2950	778
3007	3065	907
3121	3251	966
4351	4539	1097
5459	5497	1286
5728	5800	1325
5935	6053	1398
6130	6315	1517
6634	6709	1703
6765	6885	1779
7422	7686	1900
7730	7928	2165
9379	10151	2364
10527	10888	3137
11829	12018	3499
12078	12164	3689
12754	12852	3776
15363	15568	3875
15612	15735	4081
15797	15964	4205
17319	17474	4373
17568	17667	4529
17717	17779	4629
18523	18786	4692
19088	19332	4956
20762	21045	5201
21554	21764	5485
0	306	0
1327	1451	307
1506	1831	432
2802	2930	758
2987	3045	887
3101	3231	946
4331	4519	1077
5708	5780	1266
5915	6033	1339
6110	6295	1458
6614	6689	1644
6745	6865	1720
7402	7666	1841
7710	7908	2106
9359	10131	2305
10507	10868	3078
11809	11998	3440
12058	12144	3630
12734	12832	3717
15343	15548	3816
15592	15715	4022
15777	15944	4146
17299	17454	4314
17548	17647	4470
17697	17759	4570
18503	18766	4633
19068	19312	4897
20742	21025	5142
21534	21744	5426
0	350	0
1170	1463	351
8976	9065	645
9567	9724	735
10713	10821	893
10871	10978	1002
12487	12712	1110
14693	14793	1336
0	278	0
1098	1355	279
0	278	0
1098	1391	279
8904	8993	573
9495	9652	663
10641	10749	821
10799	10825	930
0	278	0
1098	1391	279
8904	8993	573
9495	9652	663
10641	10749	821
10799	10906	930
12415	12558	1038
0	197	0
255	508	198
553	752	452
799	858	652
909	1027	712
1087	1529	831
1578	1864	1274
1910	2306	1561
2353	3008	1958
3055	3330	2614
0	150	0
208	461	151
506	705	405
752	811	605
862	980	665
1040	1482	784
1531	1817	1227
1863	2259	1514
2306	3263	1911
0	64	0
149	233	65
287	411	150
464	660	275
726	1573	472
0	86	0
140	264	87
317	513	212
579	1425	409
0	86	0
140	264	87
317	513	212
579	725	409
2514	2733	556
0	1820	0
4426	5332	1821
6769	6880	2728
0	191	0
2797	3444	192
0	206	0
261	370	207
446	533	317
593	902	405
960	1048	715
0	119	0
7322	7438	120
9678	9945	237
10583	10875	505
11464	11619	798
13879	14244	954
15549	15858	1320
0	139	0
2594	2710	140
4950	5217	257
5855	6147	525
6736	6891	818
9151	9516	974
10821	11119	1340
0	116	0
2356	2623	117
3261	3553	385
4142	4297	678
6557	6922	834
8227	8537	1200
0	110	0
157	358	111
1379	1444	313
1495	1616	379
0	97	0
144	333	98
0	137	0
192	969	138
2470	2656	916
4291	5496	1103
0	711	0
1749	2355	712
3367	3449	1319
3501	3817	1402
3878	4045	1719
0	113	0
161	652	114
701	800	606
1504	1733	706
1779	1895	936
2243	2513	1053
0	108	0
156	647	109
696	795	601
1499	1728	701
1774	1890	931
2304	2510	1048
0	336	0
1221	1355	337
1806	2029	472
4264	4453	696
5374	5718	886
6626	6873	1231
0	238	0
4166	4355	239
5276	5620	429
6528	6775	774
0	66	0
7256	7391	67
8149	8265	203
8325	8476	320
9767	9924	472
10062	10292	630
0	69	0
234	369	70
1127	1243	206
1303	1454	323
2745	2902	475
3040	3270	633
0	148	0
906	1022	149
1082	1233	266
2524	2745	418
2819	3064	640
0	75	0
135	286	76
1577	1734	228
1872	1902	386
0	75	0
135	286	76
1577	1798	228
1872	2072	450
0	340	0
388	505	341
1658	1760	459
1821	2685	562
2759	2875	1427
0	42	0
113	341	43
764	1064	272
2040	2803	573
2856	3075	1337
0	350	0
577	664	351
1491	1827	439
2561	2630	776
0	344	0
571	658	345
1485	1821	433
2555	2624	770
2806	2922	840
0	348	0
1702	2032	349
3119	3348	680
0	345	0
1699	2029	346
3074	3343	677
0	344	0
1698	2031	345
0	508	0
1478	1585	509
1971	3707	617
4141	4272	2354
6141	6386	2486
7668	7992	2732
9761	9987	3057
11453	11717	3284
12938	13370	3549
15196	15364	3982
15447	15596	4151
0	152	0
1122	1229	153
1615	3183	261
0	152	0
1122	1229	153
1615	3351	261
3785	3916	1998
5785	5901	2130
0	152	0
1122	1229	153
1615	3351	261
3785	3916	1998
5785	6030	2130
7312	7636	2376
9405	9607	2701
0	152	0
1122	1229	153
1615	3351	261
3785	3916	1998
5785	6030	2130
7312	7636	2376
9405	9631	2701
11097	11361	2928
12582	13014	3193
14840	15008	3626
15091	15241	3795
0	348	0
398	474	349
767	1547	426
1608	1711	1207
1761	2054	1311
0	113	0
163	192	114
0	324	0
369	503	325
557	670	460
715	855	574
899	1010	715
2174	2272	827
2315	2426	926
4641	4837	1038
5180	5296	1235
5357	5463	1352
6572	6941	1459
10352	10603	1829
10907	11149	2081
0	106	0
151	291	107
335	446	248
1610	1708	360
1751	1862	459
4077	4273	571
4616	4732	768
4793	4899	885
6008	6377	992
9788	10039	1362
10343	10444	1614
0	39	0
2254	2450	40
2793	2909	237
2970	3076	354
4185	4554	461
7965	8216	831
8520	8621	1083
0	140	0
444	545	141
0	108	0
976	1317	109
2125	2562	451
3477	3555	889
3601	3864	968
3957	4065	1232
4116	4252	1341
4757	5018	1478
5258	5554	1740
0	206	0
925	1084	207
0	197	0
931	1290	198
1335	1646	558
3415	5335	870
0	58	0
858	1021	59
1067	1452	223
2286	2400	609
0	36	0
82	467	37
1301	1396	423
0	382	0
1688	1785	383
1836	1957	481
2011	2095	603
2361	2635	688
4058	4343	963
5492	5632	1249
5851	5926	1390
6243	6379	1466
6788	6869	1603
8660	8800	1685
0	144	0
1318	1594	145
1650	1755	422
2399	2499	528
3020	3149	629
0	82	0
603	714	83
0	139	0
196	519	140
772	869	464
946	1001	562
0	346	0
1660	1796	347
1954	2167	484
2570	2671	698
2848	2967	800
3049	3163	920
4105	4256	1035
4687	4746	1187
4796	4970	1247
5022	5150	1422
6984	7242	1551
0	175	0
1489	1625	176
1783	1996	313
2399	2500	527
2677	2796	629
2878	2992	749
3934	4085	864
4516	4575	1016
4625	4799	1076
4851	4979	1251
5150	5292	1380
0	166	0
559	674	167
914	1019	283
1076	1262	389
2272	2493	576
2543	2654	798
2808	3095	910
4076	4172	1198
4218	4680	1295
5272	5409	1758
0	139	0
532	647	140
887	992	256
1049	1235	362
2245	2466	549
2516	2627	771
2781	3068	883
4049	4145	1171
4191	4653	1268
5245	5450	1731
0	223	0
273	384	224
538	825	336
1806	1902	624
1948	2410	721
3002	3207	1184
0	106	0
977	1054	107
1102	1527	185
2232	2512	611
7493	7715	892
9334	9381	1115
15998	16054	1163
16896	17076	1220
19725	19902	1401
21242	21394	1579
24262	24474	1732
24657	25357	1945
26444	26558	2646
27741	28354	2761
28409	29452	3375
29522	29765	4419
29815	29904	4663
31172	31397	4753
0	42	0
6659	6715	43
7557	7737	100
10386	10563	281
11903	12055	459
14923	15135	612
15318	16018	825
17105	17219	1526
18402	19015	1641
19070	20113	2255
20183	20426	3299
20476	20565	3543
21833	21961	3633
0	45	0
887	1067	46
3716	3893	227
5233	5385	405
8253	8465	558
8648	9348	771
10435	10549	1472
11732	12345	1587
12400	13443	2201
13513	13756	3245
13806	13895	3489
15163	15291	3579
0	110	0
1450	1602	111
4470	4682	264
4865	5565	477
6652	6766	1178
7949	8562	1293
8617	9660	1907
9730	9973	2951
10023	10112	3195
11380	11508	3285
0	134	0
317	1017	135
2104	2218	836
3401	4014	951
4069	5112	1565
5182	5425	2609
5475	5564	2853
6832	6960	2943
0	65	0
1248	1861	66
1916	2959	680
3029	3272	1724
3322	3411	1968
4679	4807	2058
0	112	0
159	326	113
547	1131	281
1681	2096	866
2144	2764	1282
3222	3584	1903
3628	3750	2266
0	234	0
804	932	235
975	1119	364
1173	1355	509
1971	2270	692
2319	2597	992
3872	4019	1271
4188	4257	1419
4341	4400	1489
4854	5021	1549
0	209	0
779	907	210
950	1094	339
1148	1330	484
1946	2245	667
2294	2572	967
3847	3994	1246
4054	4202	1394
0	140	0
710	838	141
881	1025	270
1079	1261	415
1877	2176	598
2225	2463	898
0	36	0
110	175	37
246	318	103
377	479	176
535	653	279
5038	5384	398
8035	8468	745
10953	11368	1179
12280	12483	1595
13312	13407	1799
15159	15270	1895
16743	16873	2007
18203	19376	2138
0	871	0
1894	1987	872
2766	3894	966
4951	5159	2095
5462	5563	2304
5651	5702	2406
6728	6781	2458
6837	6916	2512
8354	8446	2592
9635	9958	2685
0	145	0
1168	1261	146
2040	3168	240
4225	4316	1369
0	1179	0
2236	2444	1180
2747	2848	1389
2936	2987	1491
4013	4066	1543
4122	4201	1597
5639	5731	1677
6920	7243	1770
0	246	0
1986	2122	247
3589	3789	384
4962	5140	585
5232	5428	764
6756	6872	961
0	220	0
1960	2096	221
3563	3763	358
4936	5114	559
5206	5402	738
6730	7263	935
0	158	0
1909	2034	159
3501	3701	285
4874	5052	486
5144	5340	665
6668	7204	862
0	150	0
1890	2026	151
3493	3693	288
4866	5052	489
5136	5332	676
6660	7186	873
0	142	0
1609	1809	143
2982	3160	344
3252	3448	523
4776	5313	720
0	239	0
343	412	240
670	744	310
1555	1634	385
1837	1935	465
2414	2507	564
2660	2739	658
2797	2979	738
4735	4862	921
4915	5087	1049
5157	5332	1222
0	237	0
341	410	238
668	742	308
1553	1632	383
1835	1933	463
2412	2505	562
2658	2737	656
2795	2977	736
4733	4860	919
4913	5094	1047
5155	5330	1229
0	74	0
178	247	75
505	579	145
1390	1469	220
1672	1695	300
0	69	0
893	1063	70
3327	3514	241
5817	5904	429
5967	6043	517
6096	6225	594
7325	7558	724
8448	10084	958
0	26	0
1126	1359	27
2249	2368	261
0	227	0
1117	1236	228
0	111	0
1794	1972	112
2232	2392	291
2443	2685	452
3493	3741	695
0	241	0
293	494	242
1670	1778	444
1832	2017	553
2076	2486	739
3648	3747	1150
3839	4074	1250
4879	5081	1486
5582	5605	1689
6447	6663	1713
6761	6815	1930
0	241	0
293	494	242
1670	1778	444
1832	2017	553
2076	2486	739
3648	3747	1150
3839	4074	1250
4879	5081	1486
6447	6663	1689
14480	14584	1906
0	230	0
282	483	231
1659	1767	433
1821	2006	542
2065	2475	728
3637	3736	1139
3828	4063	1239
4868	5070	1475
6436	6652	1678
6750	6837	1895
0	230	0
282	483	231
1659	1767	433
1821	2006	542
2065	2475	728
3637	3736	1139
3828	4063	1239
4868	5070	1475
6436	6652	1678
14172	14306	1895
0	224	0
276	477	225
1653	1761	427
1815	2000	536
2059	2469	722
3631	3730	1133
3822	4057	1233
4862	5064	1469
5565	5588	1672
6430	6646	1696
14463	14566	1913
0	132	0
184	385	133
1561	1669	335
1723	1908	444
1967	2377	630
3539	3638	1041
3730	3965	1141
4770	4972	1377
5473	5496	1580
6338	6554	1604
14074	14121	1821
0	192	0
1738	1824	193
2029	2100	280
2749	2878	352
5183	5490	482
5544	5699	790
5747	5859	946
6747	6980	1059
7029	7095	1293
7148	7351	1360
7404	7530	1564
7737	7865	1691
7915	8125	1820
8674	8783	2031
8834	9227	2141
0	168	0
1714	1800	169
2005	2076	256
2725	3266	328
0	222	0
477	931	223
1205	1381	678
2278	2386	855
2450	2541	964
2606	2746	1056
4108	4320	1197
4382	4523	1410
8623	8804	1552
0	222	0
477	931	223
1205	1381	678
2278	2398	855
2450	2541	976
2606	2746	1068
4108	4320	1209
4382	4523	1422
8623	8887	1564
0	360	0
422	504	361
2784	2906	444
2955	3041	567
3087	3237	654
0	359	0
421	503	360
2783	2905	443
2954	3040	566
3086	3230	653
4542	4624	798
4670	4795	881
5544	5764	1007
0	357	0
419	501	358
2781	2903	441
2952	3038	564
3084	3228	651
4540	4622	796
4668	4794	879
0	357	0
419	501	358
2781	2903	441
2952	3038	564
3084	3228	651
4540	4793	796
5542	5700	1050
0	750	0
805	895	751
2372	2862	842
3560	3633	1333
0	750	0
805	895	751
2372	2998	842
3560	3632	1469
3779	3849	1542
3899	4035	1613
0	750	0
805	895	751
2372	2862	842
3560	3632	1333
3779	3849	1406
3899	4045	1477
0	750	0
805	895	751
2372	2915	842
3560	3849	1386
3899	7472	1676
0	158	0
