19985
WBGene00003222	mes-4	protein_coding
WBGene00003235	mif-2	protein_coding
WBGene00003242	mig-6	protein_coding
WBGene00003248	mig-17	protein_coding
WBGene00003374	mlk-1	protein_coding
WBGene00003385	moc-2	protein_coding
WBGene00003386	mod-1	protein_coding
WBGene00003395	mom-2	protein_coding
WBGene00003405	mre-11	protein_coding
WBGene00003413	mrp-7	protein_coding
WBGene00003473	mtl-1	protein_coding
WBGene00003474	mtl-2	protein_coding
WBGene00003479	mtm-9	protein_coding
WBGene00003507	mut-14	protein_coding
WBGene00003509	mxl-1	protein_coding
WBGene00003515	myo-3	protein_coding
WBGene00003521	nas-2	protein_coding
WBGene00003522	nas-3	protein_coding
WBGene00003528	nas-9	protein_coding
WBGene00003535	nas-16	protein_coding
WBGene00003536	nas-17	protein_coding
WBGene00003537	nas-18	protein_coding
WBGene00003538	nas-19	protein_coding
WBGene00003539	nas-20	protein_coding
WBGene00003540	nas-21	protein_coding
WBGene00003541	nas-22	protein_coding
WBGene00003543	nas-24	protein_coding
WBGene00003549	nas-31	protein_coding
WBGene00003550	nas-32	protein_coding
WBGene00003566	ncx-1	protein_coding
WBGene00003567	ncx-2	protein_coding
WBGene00003570	ncx-5	protein_coding
WBGene00003573	ncx-8	protein_coding
WBGene00003574	ncx-9	protein_coding
WBGene00003575	ncx-10	protein_coding
WBGene00003579	ndx-2	protein_coding
WBGene00003591	nex-4	protein_coding
WBGene00003611	nhr-12	protein_coding
WBGene00003612	nhr-13	protein_coding
WBGene00003614	nhr-15	protein_coding
WBGene00003617	nhr-18	protein_coding
WBGene00003632	nhr-42	protein_coding
WBGene00003634	nhr-44	protein_coding
WBGene00003637	nhr-47	protein_coding
WBGene00003640	nhr-50	protein_coding
WBGene00003641	nhr-51	protein_coding
WBGene00003642	nhr-52	protein_coding
WBGene00003643	nhr-53	protein_coding
WBGene00003644	nhr-54	protein_coding
WBGene00003645	nhr-55	protein_coding
WBGene00003646	nhr-56	protein_coding
WBGene00003647	nhr-57	protein_coding
WBGene00003648	nhr-58	protein_coding
WBGene00003649	nhr-59	protein_coding
WBGene00003650	nhr-60	protein_coding
WBGene00003653	nhr-63	protein_coding
WBGene00003655	nhr-65	protein_coding
WBGene00003658	nhr-68	protein_coding
WBGene00003660	nhr-70	protein_coding
WBGene00003669	nhr-79	protein_coding
WBGene00003674	nhr-84	protein_coding
WBGene00003676	nhr-86	protein_coding
WBGene00003680	nhr-90	protein_coding
WBGene00003683	nhr-93	protein_coding
WBGene00003684	nhr-94	protein_coding
WBGene00003685	nhr-95	protein_coding
WBGene00003686	nhr-96	protein_coding
WBGene00003688	nhr-98	protein_coding
WBGene00003689	nhr-99	protein_coding
WBGene00003691	nhr-101	protein_coding
WBGene00003692	nhr-102	protein_coding
WBGene00003693	nhr-103	protein_coding
WBGene00003696	nhr-106	protein_coding
WBGene00003697	nhr-107	protein_coding
WBGene00003698	nhr-108	protein_coding
WBGene00003700	nhr-110	protein_coding
WBGene00003701	nhr-111	protein_coding
WBGene00003702	nhr-112	protein_coding
WBGene00003704	nhr-114	protein_coding
WBGene00003705	nhr-115	protein_coding
WBGene00003706	nhr-116	protein_coding
WBGene00003707	nhr-117	protein_coding
WBGene00003708	nhr-118	protein_coding
WBGene00003713	nhr-123	protein_coding
WBGene00003714	nhr-124	protein_coding
WBGene00003715	nhr-125	protein_coding
WBGene00003716	nhr-126	protein_coding
WBGene00003717	nhr-127	protein_coding
WBGene00003718	nhr-128	protein_coding
WBGene00003719	nhr-129	protein_coding
WBGene00003720	nhr-130	protein_coding
WBGene00003721	nhr-131	protein_coding
WBGene00003722	nhr-132	protein_coding
WBGene00003723	nhr-133	protein_coding
WBGene00003724	nhr-134	protein_coding
WBGene00003725	nhr-135	protein_coding
WBGene00003726	nhr-136	protein_coding
WBGene00003731	nhx-3	protein_coding
WBGene00003738	nid-1	protein_coding
WBGene00003747	nlp-9	protein_coding
WBGene00003751	nlp-13	protein_coding
WBGene00003762	nlp-24	protein_coding
WBGene00003763	nlp-25	protein_coding
WBGene00003764	nlp-26	protein_coding
WBGene00003765	nlp-27	protein_coding
WBGene00003766	nlp-28	protein_coding
WBGene00003767	nlp-29	protein_coding
WBGene00003768	nlp-30	protein_coding
WBGene00003769	nlp-31	protein_coding
WBGene00003771	nlp-33	protein_coding
WBGene00003775	nmr-2	protein_coding
WBGene00003786	npa-1	protein_coding
WBGene00003812	nrf-5	protein_coding
WBGene00003816	asns-1	protein_coding
WBGene00003830	num-1	protein_coding
WBGene00003834	nxf-1	protein_coding
WBGene00003835	nxf-2	protein_coding
WBGene00003838	ocr-1	protein_coding
WBGene00003844	odc-1	protein_coding
WBGene00003849	odr-2	protein_coding
WBGene00003850	odr-3	protein_coding
WBGene00003861	oig-3	protein_coding
WBGene00003865	oma-2	protein_coding
WBGene00003886	osm-6	protein_coding
WBGene00003916	par-1	protein_coding
WBGene00003919	par-4	protein_coding
WBGene00003922	pas-1	protein_coding
WBGene00003923	pas-2	protein_coding
WBGene00003927	pas-6	protein_coding
WBGene00003937	pax-1	protein_coding
WBGene00003954	pcm-1	protein_coding
WBGene00003959	pcp-4	protein_coding
WBGene00003982	pes-9	protein_coding
WBGene00003994	pgl-3	protein_coding
WBGene00004003	pgp-9	protein_coding
WBGene00004013	pha-4	protein_coding
WBGene00004026	phy-3	protein_coding
WBGene00004032	pkc-1	protein_coding
WBGene00004037	plc-2	protein_coding
WBGene00004053	tank-1	protein_coding
WBGene00004060	pmp-3	protein_coding
WBGene00004062	pmp-5	protein_coding
WBGene00004064	pms-2	protein_coding
WBGene00004078	pos-1	protein_coding
WBGene00004083	pph-1	protein_coding
WBGene00004092	ppt-1	protein_coding
WBGene00004098	pqn-2	protein_coding
WBGene00004099	abu-15	protein_coding
WBGene00004104	pqn-13	protein_coding
WBGene00004107	pqn-16	protein_coding
WBGene00004119	pqn-31	protein_coding
WBGene00004130	ketn-1	protein_coding
WBGene00004136	pqn-51	protein_coding
WBGene00004138	pqn-53	protein_coding
WBGene00004139	pqn-54	protein_coding
WBGene00004144	pqn-60	protein_coding
WBGene00004146	pqn-63	protein_coding
WBGene00004150	pqn-67	protein_coding
WBGene00004151	pqn-68	protein_coding
WBGene00004152	pqn-70	protein_coding
WBGene00004153	pqn-71	protein_coding
WBGene00004173	pqn-94	protein_coding
WBGene00004176	pqn-97	protein_coding
WBGene00004177	pqn-98	protein_coding
WBGene00004195	prx-6	protein_coding
WBGene00004203	swsn-1	protein_coding
WBGene00004206	pst-1	protein_coding
WBGene00004211	ptd-2	protein_coding
WBGene00004216	ptr-1	protein_coding
WBGene00004229	ptr-15	protein_coding
WBGene00004230	ptr-16	protein_coding
WBGene00004236	ptr-22	protein_coding
WBGene00004248	pus-1	protein_coding
WBGene00004256	pxn-1	protein_coding
WBGene00004258	pyc-1	protein_coding
WBGene00004266	rab-1	protein_coding
WBGene00004296	rad-50	protein_coding
WBGene00004308	rap-2	protein_coding
WBGene00004320	rbx-1	protein_coding
WBGene00004323	rde-1	protein_coding
WBGene00004328	rdy-2	protein_coding
WBGene00004336	ret-1	protein_coding
WBGene00004337	rfc-1	protein_coding
WBGene00004358	rhr-1	protein_coding
WBGene00004359	rhr-2	protein_coding
WBGene00004364	ric-4	protein_coding
WBGene00004373	rme-1	protein_coding
WBGene00004384	rnp-1	protein_coding
WBGene00004395	rol-3	protein_coding
WBGene00004405	rop-1	protein_coding
WBGene00004413	rpl-2	protein_coding
WBGene00004422	rpl-11.1	protein_coding
WBGene00004442	rpl-28	protein_coding
WBGene00004452	rpl-38	protein_coding
WBGene00004453	rpl-39	protein_coding
WBGene00004457	rpm-1	protein_coding
WBGene00004485	rps-16	protein_coding
WBGene00004496	rps-27	protein_coding
WBGene00004499	rps-30	protein_coding
WBGene00004501	rpt-1	protein_coding
WBGene00004502	rpt-2	protein_coding
WBGene00004738	scc-3	protein_coding
WBGene00004740	scd-2	protein_coding
WBGene00004747	sdc-3	protein_coding
WBGene00004748	sdf-9	protein_coding
WBGene00004754	sec-23	protein_coding
WBGene00004759	sel-1	protein_coding
WBGene00004766	sel-9	protein_coding
WBGene00004767	sel-10	protein_coding
WBGene00004768	sel-11	protein_coding
WBGene00004793	shw-3	protein_coding
WBGene00004795	sid-1	protein_coding
WBGene00004806	skp-1	protein_coding
WBGene00004809	skr-3	protein_coding
WBGene00004810	skr-4	protein_coding
WBGene00004811	skr-5	protein_coding
WBGene00004812	skr-6	protein_coding
WBGene00004813	skr-7	protein_coding
WBGene00004820	skr-14	protein_coding
WBGene00004830	slo-1	protein_coding
WBGene00004855	sma-1	protein_coding
WBGene00004882	smg-4	protein_coding
WBGene00004897	snb-1	protein_coding
WBGene00004898	snb-2	protein_coding
WBGene00004909	snf-10	protein_coding
WBGene00004910	snf-11	protein_coding
WBGene00004917	snr-4	protein_coding
WBGene00004923	snt-3	protein_coding
WBGene00004925	snt-5	protein_coding
WBGene00004928	soc-1	protein_coding
WBGene00004947	sos-1	protein_coding
WBGene00004964	spe-10	protein_coding
WBGene00004975	spe-39	protein_coding
WBGene00004984	spn-4	protein_coding
WBGene00004997	spp-12	protein_coding
WBGene00005001	spp-16	protein_coding
WBGene00005004	spp-19	protein_coding
WBGene00005005	spp-20	protein_coding
WBGene00005006	spr-1	protein_coding
WBGene00005018	sqt-3	protein_coding
WBGene00005022	sqv-4	protein_coding
WBGene00005024	sqv-6	protein_coding
WBGene00005082	srd-4	protein_coding
WBGene00005087	srd-9	protein_coding
WBGene00005089	srd-11	protein_coding
WBGene00005093	srd-15	protein_coding
WBGene00005094	srd-16	protein_coding
WBGene00005095	srd-17	protein_coding
WBGene00005096	srd-18	protein_coding
WBGene00005097	srd-19	protein_coding
WBGene00005098	srd-20	protein_coding
WBGene00005099	srd-21	protein_coding
WBGene00005103	srd-25	protein_coding
WBGene00005104	srd-26	protein_coding
WBGene00005105	srd-27	protein_coding
WBGene00005106	srd-28	protein_coding
WBGene00005107	srd-29	protein_coding
WBGene00005108	srd-30	protein_coding
WBGene00005109	srd-31	protein_coding
WBGene00005110	srd-32	protein_coding
WBGene00005111	srd-33	protein_coding
WBGene00005112	srd-34	protein_coding
WBGene00005113	srd-35	protein_coding
WBGene00005127	srd-49	protein_coding
WBGene00005137	srd-60	protein_coding
WBGene00005138	srd-61	protein_coding
WBGene00005140	srd-63	protein_coding
WBGene00005145	srd-68	protein_coding
WBGene00005147	srd-70	protein_coding
WBGene00005148	srd-71	protein_coding
WBGene00005182	srg-25	protein_coding
WBGene00005183	srg-26	protein_coding
WBGene00005184	srg-27	protein_coding
WBGene00005185	srg-28	protein_coding
WBGene00005186	srg-29	protein_coding
WBGene00005187	srg-30	protein_coding
WBGene00005188	srg-31	protein_coding
WBGene00005189	srg-32	protein_coding
WBGene00005190	srg-33	protein_coding
WBGene00005191	srg-34	protein_coding
WBGene00005195	srg-38	protein_coding
WBGene00005196	srg-39	protein_coding
WBGene00005197	srg-40	protein_coding
WBGene00005198	srg-41	protein_coding
WBGene00005199	srg-42	protein_coding
WBGene00005201	srg-44	protein_coding
WBGene00005202	srg-45	protein_coding
WBGene00005203	srg-46	protein_coding
WBGene00005204	srg-47	protein_coding
WBGene00005210	srg-53	protein_coding
WBGene00005211	srg-54	protein_coding
WBGene00005212	srg-55	protein_coding
WBGene00005213	srg-56	protein_coding
WBGene00005214	srg-57	protein_coding
WBGene00005215	srg-58	protein_coding
WBGene00005216	srg-59	protein_coding
WBGene00005217	srg-60	protein_coding
WBGene00005218	srg-61	protein_coding
WBGene00005219	srg-62	protein_coding
WBGene00005222	srg-65	protein_coding
WBGene00005223	srg-66	protein_coding
WBGene00005224	srg-67	protein_coding
WBGene00005225	srg-68	protein_coding
WBGene00005227	srh-1	protein_coding
WBGene00005228	srh-2	protein_coding
WBGene00005229	srh-3	protein_coding
WBGene00005230	srh-4	protein_coding
WBGene00005231	srh-5	protein_coding
WBGene00005233	srh-7	protein_coding
WBGene00005234	srh-8	protein_coding
WBGene00005236	srh-10	protein_coding
WBGene00005240	srh-15	protein_coding
WBGene00005241	srh-16	protein_coding
WBGene00005242	srh-17	protein_coding
WBGene00005243	srh-18	protein_coding
WBGene00005245	srh-20	protein_coding
WBGene00005246	srh-21	protein_coding
WBGene00005247	srh-22	protein_coding
WBGene00005248	srh-23	protein_coding
WBGene00005249	srh-25	protein_coding
WBGene00005251	srh-28	protein_coding
WBGene00005253	srh-30	protein_coding
WBGene00005254	srh-31	protein_coding
WBGene00005255	srh-32	protein_coding
WBGene00005256	srh-33	protein_coding
WBGene00005257	srh-34	protein_coding
WBGene00005258	srh-35	protein_coding
WBGene00005259	srh-36	protein_coding
WBGene00005260	srh-37	protein_coding
WBGene00005261	srh-38	protein_coding
WBGene00005268	srh-45	protein_coding
WBGene00005269	srh-46	protein_coding
WBGene00005270	srh-47	protein_coding
WBGene00005275	srh-52	protein_coding
WBGene00005278	srh-55	protein_coding
WBGene00005279	srh-56	protein_coding
WBGene00005284	srh-62	protein_coding
WBGene00005295	srh-74	protein_coding
WBGene00005296	srh-75	protein_coding
WBGene00005297	srh-76	protein_coding
WBGene00005299	srh-78	protein_coding
WBGene00005300	srh-79	protein_coding
WBGene00005301	srh-80	protein_coding
WBGene00005303	srh-82	protein_coding
WBGene00005304	srh-83	protein_coding
WBGene00005306	srh-85	protein_coding
WBGene00005308	srh-87	protein_coding
WBGene00005309	srh-88	protein_coding
WBGene00005310	srh-89	protein_coding
WBGene00005313	srh-92	protein_coding
WBGene00005315	srh-95	protein_coding
WBGene00005316	srh-97	protein_coding
WBGene00005317	srh-98	protein_coding
