109510	100
327245	327845	1	2	0	1
327979	330109	1	2	0	1
332764	332844	1	2	0	1
332949	333789	1	3	1	1
334110	335707	1	2	0	1
336143	337563	1	0	0	1
343649	343892	2	0	0	2
344033	345019	2	0	2	2
345830	346373	2	1	0	2
346516	346559	2	0	2	2
346742	346791	2	0	0	2
347044	347091	2	0	2	2
347044	348303	2	0	1	2
347581	347628	1	0	0	1
347706	347760	1	0	0	1
347983	348040	1	2	0	1
348619	348675	1	2	0	1
348904	349350	1	0	0	1
349680	350183	1	0	0	1
350346	350639	1	2	2	1
350985	351792	1	2	0	1
352080	352864	1	0	0	1
353172	353742	1	2	0	1
353964	354379	1	1	0	1
354699	355372	1	1	0	1
355481	355536	1	2	0	1
355817	356832	1	0	1	1
356946	356992	1	0	2	1
364679	364734	1	0	0	1
365191	365529	1	2	0	1
365596	365642	1	0	0	1
365960	366651	1	0	0	1
367209	367744	1	1	1	1
369246	370422	2	0	0	2
370761	371353	2	0	0	2
371673	372615	2	0	3	2
372707	373329	2	0	1	2
373742	377196	2	3	3	2
377518	378569	2	0	0	2
378641	378701	2	0	2	2
378876	378927	2	3	2	2
380128	380181	2	0	2	2
380555	380603	2	0	0	2
380921	380969	2	0	2	2
381218	381264	2	2	2	2
381470	381789	2	0	1	2
382913	382987	1	1	1	1
383064	383119	1	0	0	1
383374	383427	1	0	1	1
383564	384623	1	1	1	1
385225	386074	1	2	0	1
386336	388044	1	0	0	1
388150	388375	1	1	0	1
388938	389757	2	0	3	2
389820	390191	2	0	0	2
390552	391033	2	0	3	2
391100	391610	2	0	3	2
391803	392156	2	0	0	2
391806	392156	2	0	0	2
392192	392454	2	0	0	2
392662	392996	2	0	2	2
393122	393354	2	2	1	2
393639	394088	2	4	1	2
399048	399187	1	2	0	1
399269	399951	1	2	0	1
400105	401953	1	0	1	1
402047	402291	1	2	3	1
402417	403512	1	4	0	1
403717	406061	1	1	0	1
406231	407368	1	0	0	1
407544	408519	1	2	0	1
408763	410342	1	1	0	1
410626	411201	1	1	1	1
411435	412439	1	3	0	1
413094	415870	2	0	3	2
416096	416444	2	0	0	2
416651	417520	2	0	2	2
417650	417801	2	0	1	2
417931	417976	2	0	0	2
418097	418443	2	3	2	2
421032	421097	1	2	0	1
421221	421563	1	1	0	1
422182	422291	1	1	0	1
422493	422537	1	0	0	1
422688	422737	1	1	0	1
422893	423499	1	0	0	1
444109	444252	1	0	0	1
444376	444992	1	1	0	1
445084	446706	1	1	1	1
446782	446912	1	3	0	1
447051	450195	1	3	2	1
450306	450480	1	0	1	1
450759	451293	1	0	0	1
451461	455354	1	1	0	1
455491	455544	1	1	0	1
455721	456854	1	0	0	1
456994	457234	1	0	0	1
458621	459567	1	2	0	1
460062	460948	1	2	0	1
462173	462228	1	1	0	1
462318	462369	1	0	0	1
462871	463233	2	0	1	2
463421	464257	2	0	2	2
464524	465052	2	0	0	2
465214	465646	2	0	2	2
465695	465994	2	0	3	2
466124	467026	2	0	2	2
477732	478212	1	1	3	1
478323	478463	1	0	0	1
478743	478877	1	3	0	1
479109	479932	1	1	0	1
480181	480749	1	1	0	1
481129	481836	1	0	0	1
482099	482546	2	0	2	2
483028	483868	2	0	0	2
484309	484786	2	0	0	2
484858	484905	2	0	3	2
485002	485151	2	0	1	2
485276	485379	2	0	0	2
485619	486465	2	2	0	2
486849	487585	2	0	2	2
487727	487792	2	0	2	2
487902	487956	2	0	1	2
488723	488766	1	0	1	1
488833	488880	1	3	0	1
488944	489698	1	1	3	1
490202	491195	1	2	0	1
491302	491348	1	2	0	1
491559	491608	1	0	0	1
491724	491834	1	0	0	1
492160	492223	1	3	0	1
492351	492865	1	0	0	1
493556	494258	1	2	0	1
494343	494390	1	1	1	1
494706	495826	1	2	1	1
496283	496328	2	0	1	2
496464	497688	2	0	2	2
497830	498425	2	0	1	2
498567	499791	2	0	2	2
500119	501927	2	0	1	2
503212	504055	2	0	1	2
504132	504223	2	0	2	2
504278	504321	2	1	0	2
504454	505504	2	0	2	2
505605	505658	2	0	1	2
505771	505818	2	0	2	2
506049	506091	2	0	0	2
506587	506637	1	0	1	1
506745	506800	1	0	0	1
507016	507063	1	0	0	1
507225	507275	1	1	0	1
507408	507452	1	2	2	1
507705	507753	1	0	0	1
507895	507942	1	1	1	1
508048	508096	1	4	0	1
508331	508380	1	1	0	1
508491	508536	1	0	2	1
508757	508803	1	0	0	1
509214	509260	2	0	0	2
509423	509746	2	0	2	2
509888	510737	2	0	1	2
510935	510993	2	0	1	2
511753	512479	2	3	2	2
513090	513141	2	0	0	2
513725	513774	2	2	1	2
514208	515021	2	1	1	2
515236	516349	2	0	2	2
515236	519580	2	0	1	2
520408	521318	2	2	0	2
531091	531265	1	1	2	1
531348	531788	1	0	1	1
531893	531945	1	0	0	1
532553	532617	1	2	0	1
534569	534616	1	3	0	1
534724	534770	1	0	0	1
534970	535029	1	2	0	1
535849	535897	1	2	0	1
536306	536354	1	2	1	1
537243	537301	1	2	0	1
537560	537604	1	0	0	1
537835	538700	1	1	0	1
538911	539451	1	0	3	1
539727	539793	1	1	0	1
539727	539799	1	1	0	1
540008	540062	1	1	0	1
540384	540721	1	1	1	1
540983	541062	1	2	0	1
541285	541342	1	2	3	1
550912	551711	1	0	0	1
551909	552403	1	1	0	1
552818	553133	1	0	4	1
553585	553818	1	2	0	1
554394	555022	1	0	0	1
555097	555143	1	0	0	1
555331	555380	1	1	0	1
555765	555817	1	3	0	1
557572	558402	1	0	0	1
558543	559505	1	0	0	1
559663	559704	1	0	0	1
559867	560700	1	0	0	1
560798	561399	1	2	0	1
562869	562918	1	0	1	1
563119	563162	1	0	0	1
563330	563372	1	2	0	1
563457	563505	1	0	1	1
563580	564607	1	2	0	1
565544	565691	2	2	3	2
565880	566239	2	0	0	2
572604	572887	2	1	2	2
572993	573638	2	1	2	2
573893	574143	2	0	2	2
574073	574143	2	0	2	2
574662	574928	2	0	2	2
582625	582668	2	0	2	2
582884	583577	2	0	1	2
585229	585273	1	0	0	1
586133	587152	2	0	0	2
587278	587331	2	3	2	2
587658	588627	2	0	3	2
588757	588812	2	0	3	2
588872	588926	2	0	2	2
589058	590156	2	0	2	2
590346	591264	2	3	1	2
590346	591533	2	3	2	2
591304	591533	2	0	2	2
591607	591740	2	0	2	2
591860	591935	2	2	1	2
592122	592439	2	0	4	2
592516	592570	2	1	0	2
592692	593227	2	1	0	2
593493	593535	2	0	1	2
593735	595184	2	0	0	2
595958	596332	2	0	2	2
596695	597634	4	0	1	2
597825	597883	2	1	1	2
597971	598559	2	0	2	2
598659	601168	2	0	6	2
601375	601417	2	2	2	2
601542	601602	2	1	2	2
601771	603124	2	0	2	2
603281	603373	2	0	3	2
603474	603522	2	0	1	2
603586	604328	2	0	1	2
604593	604893	2	0	0	2
605139	606567	2	1	3	2
606852	607359	2	0	1	2
615001	615819	2	1	2	2
616114	623625	2	0	2	2
618357	618413	1	0	0	1
618668	618711	1	2	0	1
618912	618957	1	0	0	1
619018	619067	1	0	0	1
619187	619245	1	0	0	1
619689	619736	1	2	0	1
620024	620068	1	0	0	1
620466	620511	1	0	0	1
621168	621213	1	1	0	1
621623	621706	1	0	0	1
621792	621844	3	2	0	1
621970	622021	1	1	0	1
622219	622283	1	2	0	1
622431	624218	1	0	0	1
623716	624216	2	0	0	2
624375	625362	2	0	0	2
625472	625520	2	0	2	2
625629	627136	2	1	0	2
627363	629342	2	2	0	2
631285	633889	2	3	1	2
634797	636232	2	0	2	2
637010	637063	1	1	1	1
637174	637248	1	0	0	1
637337	637395	1	1	3	1
637706	637762	1	2	0	1
638248	645449	1	1	0	1
642996	645449	1	0	0	1
645567	647805	1	3	0	1
645736	645781	2	4	2	2
645984	647003	2	0	3	2
647070	647119	2	1	0	2
648074	648710	1	0	0	1
649004	649591	1	3	2	1
649748	652006	1	1	0	1
652373	653676	1	1	1	1
654227	654280	1	0	2	1
655059	656558	1	0	0	1
656746	658379	1	1	0	1
660276	661312	2	0	1	2
661920	662930	2	1	0	2
663014	663064	2	0	0	2
663382	663441	2	0	2	2
664500	664546	2	0	2	2
665039	665086	2	0	1	2
665187	665889	2	0	2	2
666120	666164	2	0	1	2
666282	666628	2	0	1	2
666282	666694	2	0	2	2
667876	668759	2	0	0	2
667876	671802	2	0	0	2
668895	669344	2	0	2	2
669569	671802	2	0	0	2
671993	672912	2	0	2	2
673231	680419	1	2	0	1
673258	674164	2	0	3	2
680256	680419	1	0	0	1
680556	681312	1	1	0	1
681430	681488	1	1	0	1
681641	682930	1	2	2	1
683089	683225	1	0	0	1
683153	683225	1	0	0	1
684064	684110	2	1	2	2
684229	685380	2	1	3	2
685484	685543	2	0	2	2
686409	686481	2	0	1	2
688299	688368	1	0	0	1
688598	689019	1	1	0	1
689321	690295	1	1	0	1
691060	691111	1	2	0	1
692370	692595	2	1	2	2
692684	693509	2	0	2	2
693847	694579	2	0	1	2
694650	694830	2	0	1	2
695324	696676	2	0	0	2
697008	698051	2	1	3	2
697008	698093	2	1	0	2
700786	701754	2	0	1	2
701863	702247	2	0	2	2
703985	704417	2	2	1	2
704550	706417	2	0	1	2
706664	707944	2	0	1	2
708270	710037	2	0	1	2
710265	711729	2	1	0	2
711995	713214	2	0	0	2
713648	715472	2	1	1	2
715642	715723	2	1	0	2
718238	718286	2	0	1	2
718364	718655	2	0	0	2
719437	719496	2	1	0	2
719601	719649	2	0	4	2
720253	720296	1	2	0	1
720432	720484	1	0	0	1
720599	720642	1	0	0	1
720784	720826	1	1	0	1
720939	722101	1	2	0	1
722201	722242	1	0	0	1
722355	724568	1	3	1	1
724766	725107	1	0	2	1
725225	725284	1	2	0	1
725392	726499	1	0	0	1
726870	730279	3	2	0	1
730532	730834	1	2	2	1
731116	731982	2	0	0	2
732325	733131	2	0	0	2
733570	734483	2	0	0	2
734563	734607	2	0	0	2
734872	734963	2	0	0	2
735073	735122	2	0	2	2
735260	735763	2	0	0	2
736026	736264	2	0	1	2
741007	741724	1	1	1	1
742075	742807	2	2	1	2
743168	743211	2	1	1	2
743524	745291	2	1	3	2
745946	746744	1	2	0	1
746909	746953	1	0	0	1
747340	748172	1	2	0	1
748592	749896	2	0	2	2
749995	750044	2	0	4	2
750167	750219	2	0	0	2
750305	750569	2	0	1	2
750845	752266	2	1	3	2
752553	753700	2	0	2	2
753842	754059	2	2	0	2
754136	754451	2	0	0	2
754589	754996	2	0	2	2
755079	756868	2	0	0	2
757442	758614	1	1	0	1
758892	758946	1	0	0	1
759053	759695	1	0	0	1
759797	760316	1	1	1	1
760987	761042	2	0	4	2
761367	761618	2	0	0	2
761717	761792	2	0	0	2
763824	765136	1	0	0	1
765274	765430	1	1	0	1
765645	766046	1	2	0	1
766149	766324	1	3	0	1
766445	766525	1	0	2	1
766641	767581	1	2	0	1
767734	768163	1	3	0	1
768224	768272	1	1	0	1
768448	768498	1	0	0	1
768628	768797	1	2	0	1
768628	770460	1	2	0	1
771058	771449	1	0	0	1
771566	771804	1	1	1	1
771911	771966	1	0	0	1
772154	773162	1	2	0	1
773385	773433	1	2	0	1
773546	773698	1	0	0	1
773987	774966	1	0	0	1
775064	775108	1	1	0	1
775572	776162	1	2	1	1
803474	804343	1	1	0	1
804422	804468	1	1	0	1
804895	805598	1	2	0	1
805880	810859	1	0	1	1
811083	812700	1	1	1	1
812749	819364	1	1	0	1
819422	820262	1	0	0	1
820444	823091	1	0	0	1
823270	824608	1	1	0	1
824762	827628	1	3	1	1
827842	828023	1	1	0	1
828725	829810	1	1	0	1
829926	831107	1	2	1	1
831722	831775	1	2	2	1
832820	832888	1	0	0	1
833133	833181	1	0	2	1
833272	834538	1	2	0	1
838108	838153	1	0	0	1
838322	838541	1	0	0	1
839127	839675	1	0	0	1
840092	840138	1	0	0	1
840760	841216	1	2	1	1
841580	841622	1	1	0	1
841976	842544	2	0	3	2
842674	842715	2	2	2	2
842861	842913	2	1	1	2
843097	843711	2	0	2	2
844012	844059	2	0	0	2
844339	845612	2	0	2	2
845761	845819	2	1	2	2
845761	845928	4	1	1	2
845999	846081	2	0	2	2
846142	846594	2	0	1	2
853487	853559	1	1	0	1
853626	853695	1	0	0	1
853769	853826	1	0	3	1
853930	853984	1	1	1	1
854104	858487	1	2	2	1
858835	861484	1	0	0	1
861919	864402	1	1	0	1
864819	865729	1	1	0	1
865934	866761	1	0	0	1
866858	868608	1	0	0	1
868721	870192	1	1	0	1
870324	871652	1	2	0	1
873626	874647	2	0	1	2
874742	875519	2	0	3	2
876649	877704	2	0	0	2
877914	878215	2	0	2	2
878318	878404	2	0	0	2
878457	879481	2	0	0	2
879536	879590	2	0	0	2
879671	881107	2	1	3	2
881201	882388	2	1	0	2
883164	884902	1	5	3	1
883164	884913	1	3	0	1
885040	886505	1	0	0	1
886707	887878	1	1	0	1
888058	888148	1	1	1	1
888066	888148	1	2	1	1
888346	889672	1	2	2	1
890006	890108	2	0	5	2
890179	890435	2	0	0	2
890511	891320	2	0	0	2
891401	891602	2	0	2	2
891702	892179	2	2	0	2
892274	892425	2	0	1	2
892506	892562	2	0	1	2
892746	894500	2	0	0	2
894629	894680	2	0	1	2
894854	894922	2	0	5	2
894863	894922	2	0	3	2
897355	898177	1	1	0	1
898349	900611	1	1	0	1
900800	903101	1	2	0	1
903190	903251	1	3	1	1
903329	903380	1	0	1	1
903511	904609	1	1	0	1
904844	905732	1	0	0	1
907559	909240	1	0	0	1
909420	909678	1	0	1	1
909840	909889	1	1	0	1
910133	910939	1	0	0	1
912573	912623	2	0	2	2
912826	914000	2	0	0	2
914110	914162	2	0	1	2
914349	914406	2	0	0	2
914818	915978	2	0	1	2
916079	916169	2	0	3	2
916406	917209	2	0	1	2
917413	917912	2	0	1	2
917413	918777	2	0	3	2
917937	918777	2	0	3	2
918995	919091	2	0	2	2
918995	926513	2	0	1	2
918995	926810	2	0	1	2
938675	940219	1	5	1	1
940307	940510	1	0	1	1
940583	941230	1	1	0	1
941361	943664	1	2	0	1
943973	944025	1	1	0	1
944182	944228	1	0	1	1
944342	945228	1	0	0	1
945463	945510	1	1	0	1
945578	945629	1	0	0	1
945834	945885	1	0	1	1
946013	946218	1	0	0	1
946348	946396	1	1	0	1
946608	947155	1	1	0	1
947266	947315	1	2	0	1
948791	949044	2	0	0	2
949500	949772	2	1	1	2
949950	950845	2	0	2	2
950955	951017	2	0	0	2
950967	951017	2	1	0	2
951110	951173	2	0	3	2
951315	952675	2	1	0	2
952889	952949	2	0	0	2
953092	957190	2	0	2	2
964052	964112	2	0	2	2
964196	966474	2	2	2	2
966598	966645	2	0	0	2
966733	966777	2	0	2	2
966923	968233	2	0	0	2
968317	968361	2	0	2	2
968488	969235	2	0	2	2
969838	969891	2	0	0	2
969983	971458	2	0	1	2
971950	972646	2	2	1	2
971950	976479	2	2	1	2
972003	972646	2	0	1	2
972086	972646	2	2	1	2
972086	976479	2	2	1	2
972720	972865	2	0	0	2
972937	972985	2	0	0	2
990142	990519	1	3	1	1
991038	991494	1	2	0	1
996094	996802	1	0	0	1
996906	996966	1	2	0	1
997094	997135	1	1	1	1
997249	1002501	1	6	0	1
1002643	1003848	1	0	0	1
1004089	1004699	1	2	3	1
1006322	1006457	1	2	0	1
1006546	1007009	1	0	0	1
1007134	1007184	1	1	1	1
1007271	1008078	1	3	1	1
1008462	1009520	1	2	0	1
1009753	1009816	1	2	1	1
1009889	1010203	1	0	0	1
1010291	1010590	1	2	0	1
1011654	1011695	2	0	2	2
1011852	1013665	2	0	0	2
1014025	1014079	2	1	3	2
1014025	1014100	2	1	0	2
1014206	1014261	2	1	3	2
1015350	1015706	2	2	0	2
1016524	1016930	1	2	1	1
1020034	1023901	2	1	2	2
1024215	1026165	2	0	1	2
1026617	1029491	2	0	0	2
1029603	1029660	2	0	0	2
1031083	1031993	2	0	0	2
1032873	1032926	2	0	1	2
1033212	1033263	2	0	1	2
1034497	1034545	1	2	0	1
1034644	1034689	1	0	0	1
1034879	1034930	1	2	0	1
1035063	1035119	1	2	0	1
1035244	1035302	1	0	1	1
1035396	1037310	1	1	0	1
1037451	1037504	1	2	0	1
1037713	1039051	1	2	0	1
1039172	1039213	1	1	0	1
1039172	1039222	1	1	0	1
1039294	1039336	1	2	0	1
1039881	1040112	1	1	0	1
1040646	1040696	1	2	0	1
1041690	1043354	1	3	0	1
1043925	1046340	1	1	1	1
1046578	1047954	1	1	1	1
1049686	1050403	1	2	1	1
1051129	1051914	2	1	5	2
1052025	1052090	2	1	1	2
1052025	1052567	2	1	2	2
1052677	1052792	2	1	0	2
1052854	1053593	2	0	3	2
1054469	1056059	2	0	1	2
1056205	1057692	2	0	0	2
1057912	1059378	2	0	2	2
1059543	1060448	2	0	2	2
1060670	1066191	2	1	1	2
1062755	1063598	1	3	2	1
1064006	1064652	1	1	0	1
1066325	1066390	2	1	6	2
1066561	1066655	2	0	0	2
1066768	1066847	2	0	3	2
1069088	1069412	1	2	2	1
1069575	1070366	1	5	2	1
1070487	1071468	1	0	1	1
1071567	1071619	1	0	0	1
1071749	1071797	1	0	0	1
1071933	1072671	1	1	0	1
1072916	1074195	1	1	0	1
1077542	1085987	1	2	2	1
1084671	1085987	1	0	2	1
1086204	1087248	1	0	2	1
1087385	1087448	1	0	0	1
1087525	1088383	1	2	0	1
1088599	1088914	1	1	1	1
1089040	1089088	1	0	0	1
1089196	1089582	1	1	0	1
1090202	1090441	2	0	1	2
1090622	1091327	2	0	3	2
1091454	1091505	2	2	2	2
1091682	1092668	2	0	2	2
1092841	1094305	2	4	2	2
1094567	1095666	2	0	1	2
1107630	1107682	1	1	0	1
1107877	1108782	1	2	0	1
1109161	1109683	1	3	0	1
1110155	1111875	1	2	0	1
1112471	1112932	1	1	0	1
1113130	1113521	1	5	0	1
1113939	1114843	1	2	0	1
1128426	1129208	1	2	0	1
1129394	1129804	1	0	0	1
1130014	1131220	1	2	2	1
1131287	1131471	1	2	0	1
1136742	1137810	2	0	3	2
1138141	1140156	2	3	1	2
1140268	1140801	2	4	1	2
1141031	1142083	2	0	2	2
1142298	1143347	4	1	3	2
1143539	1145713	2	1	0	2
1145855	1147085	2	0	1	2
1147585	1149904	2	0	2	2
1150596	1152121	2	0	2	2
1152280	1152632	2	0	0	2
1152812	1152876	2	0	0	2
1153008	1153746	2	0	2	2
1155707	1155746	2	2	5	2
1156889	1156969	1	0	1	1
1157095	1157272	1	0	0	1
1158032	1162615	1	1	0	1
1163042	1164507	2	1	2	2
1164726	1166224	2	1	1	2
1166325	1166376	2	3	2	2
1166583	1167650	2	1	2	2
1167976	1169555	2	1	2	2
1169800	1170668	2	0	2	2
1170896	1173806	2	0	0	2
1174095	1175382	2	0	1	2
1175627	1175687	2	0	1	2
1176621	1177876	1	3	1	1
1178419	1179001	1	0	0	1
1179391	1180245	1	0	0	1
1181187	1182417	1	5	2	1
1182503	1182870	1	0	0	1
1183179	1184849	1	3	1	1
1185135	1187288	1	1	1	1
1187503	1189066	1	2	0	1
1193442	1195741	1	0	0	1
1196092	1198542	1	0	0	1
1199141	1201876	1	0	0	1
1202060	1207320	1	1	0	1
1207736	1208573	1	1	3	1
1208694	1210860	1	2	1	1
1211588	1212572	1	0	0	1
1212773	1213785	1	5	0	1
1213979	1221045	1	2	1	1
1215123	1217170	2	0	1	2
1215186	1217170	2	0	1	2
1218656	1218883	2	0	1	2
1221244	1222675	1	0	0	1
