Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
WBGene00000883,cyn-7,5.1946209213403804,1.9284823486349445,0.02233154240103029,1.367602562876543,-1.9284823486349445,0.02233154240103029
WBGene00000893,cyn-17,0.0010775731409224962,-6.662778175986581,0.00018935223225383956,0.13767811035669894,6.662778175986581,0.00018935223225383956
WBGene00000907,daf-11,0.0007183820939483308,-5.885170597323029,0.003214704755570969,0.05507124414267958,5.885170597323029,0.003214704755570969
WBGene00000915,hsp-90,7.373833003332641,1.1509151772420039,0.22641477909000238,3.340988811322561,-1.1509151772420039,0.22641477909000238
WBGene00000936,dbl-1,0.00395110151671582,-3.077815675265425,0.10611669439680507,0.02753562207133979,3.077815675265425,0.10611669439680507
WBGene00000940,dcs-1,0.08943857069656719,0.9810780137881441,0.5802558218246605,0.036714162761786386,-0.9810780137881441,0.5802558218246605
WBGene00000951,deg-3,0,-5.662778175986581,0.1730628104344188,0.009178540690446596,5.662778175986581,0.1730628104344188
WBGene00000955,des-2,0,-6.247740676707737,0.03659217641723254,0.018357081380893193,6.247740676707737,0.03659217641723254
WBGene00000976,dhs-13,0.06788710787811726,0.5851493374570049,0.9538454062437909,0.036714162761786386,-0.5851493374570049,0.9538454062437909
WBGene00000977,dhs-14,0.3563175185983721,2.970943636654431,0.006396297000802573,0.036714162761786386,-2.970943636654431,0.006396297000802573
WBGene00000978,dhs-15,0.0007183820939483308,-3.077815675265425,1,0,3.077815675265425,1
WBGene00000979,dhs-16,0.008261394080405804,-2.885170597323029,0.1260431261590424,0.05507124414267958,2.885170597323029,0.1260431261590424
WBGene00000980,dhs-17,0.006824629892509143,-2.9258125818203746,0.07517077390357182,0.04589270345223298,2.9258125818203746,0.07517077390357182
WBGene00000981,dhs-18,1.6910714491543708,2.6315362357044285,0.002953863598566568,0.2661776800229513,-2.6315362357044285,0.002953863598566568
WBGene00000982,dhs-19,0.10811650513922379,1.9906640626173417,0.1255765808293982,0.018357081380893193,-1.9906640626173417,0.1255765808293982
WBGene00000983,dhs-20,0.3031572436461956,2.4750668544618097,0.01988957419808427,0.04589270345223298,-2.4750668544618097,0.01988957419808427
WBGene00000984,dhs-21,1.1321701800625694,2.637803183809392,0.003809161455912478,0.17439227311848535,-2.637803183809392,0.003809161455912478
WBGene00000985,dhs-22,0.5721913378298454,2.653729643116529,0.006815322394118514,0.08260686621401937,-2.653729643116529,0.006815322394118514
WBGene00000986,dhs-23,0.19252640117815265,2.0840720071114696,0.23987505541037,0.036714162761786386,-2.0840720071114696,0.23987505541037
WBGene00000987,dhs-24,0.06932387206601393,0.1297797441429429,1,0.05507124414267958,-0.1297797441429429,1
WBGene00001021,dnj-3,0.01939631653660493,1.1185815375380788,0.9175365101442989,0,-1.1185815375380788,0.9175365101445075
WBGene00001037,dnj-19,0.9263537101463726,1.3849749554617876,0.13611827596885667,0.3487845462369707,-1.3849749554617876,0.13611827596885667
WBGene00001040,dnj-22,0.0757893109115489,-0.10478272286569368,1,0.07342832552357277,0.10478272286569368,1
WBGene00001043,dnj-25,0.10201025734066298,-0.31531498899208055,0.9332990631792145,0.11932102897580575,0.31531498899208055,0.9332990631792145
WBGene00001054,dpf-1,0.001795955234870827,-4.399743770152787,0.009627841032987144,0.036714162761786386,4.399743770152787,0.009627841032987144
WBGene00001073,dpy-11,0.7639993569140499,1.3481101401561553,0.2044961669516971,0.2937133020942911,-1.3481101401561553,0.2044961669516971
WBGene00001080,dpy-21,0.3135737840084464,0.1545149831271424,1,0.2753562207133979,-0.1545149831271424,1
WBGene00001088,dpy-30,0.851282781328772,1.548501771495427,0.09348315399976839,0.2845347614038445,-1.548501771495427,0.09348315399976839
WBGene00001089,dre-1,0.14978266658822698,-0.0428818851560373,1,0.14685665104714554,0.0428818851560373,1
WBGene00001095,dars-2,0.04884998238848649,2.435253906973946,0.16635159176524617,0,-2.435253906973946,0.16635159176524617
WBGene00001109,dsl-7,0.0003591910469741654,-4.662778175986581,0.25893518001508153,0.009178540690446596,4.662778175986581,0.25893518001508153
WBGene00001110,duo-1,0.007183820939483308,-1.2704607532078205,0.9381772129754118,0.009178540690446596,1.2704607532078205,0.9381772129754118
WBGene00001137,eat-6,4.450736263056884,1.254863153297542,0.18113459715110136,1.8724223008511056,-1.254863153297542,0.18113459715110136
WBGene00001150,ech-1.1,0.2596951269623216,1.1366279929555327,0.47677942145773633,0.11014248828535916,-1.1366279929555327,0.47677942145773633
WBGene00001152,ech-3,0.4827527671332783,2.2711806628201083,0.019443839673772556,0.09178540690446596,-2.2711806628201083,0.019443839673772556
WBGene00001161,efl-1,0.052441892858228145,0.9519316681286272,0.6082342019603805,0.018357081380893193,-0.9519316681286272,0.6082342019603805
WBGene00001170,egl-1,0.014008450831992451,-1.3408500810992185,0.5449662457688351,0.02753562207133979,1.3408500810992185,0.5449662457688351
WBGene00001171,egl-2,0.001795955234870827,-3.662778175986581,0.1730628104344188,0.018357081380893193,3.662778175986581,0.1730628104344188
WBGene00001172,egl-3,0.006106247798560812,-2.492853174544269,0.25893518001508153,0.02753562207133979,2.492853174544269,0.25893518001508153
WBGene00001177,egl-8,0.8440989603892887,0.3268272820374908,1,0.6700334704026015,-0.3268272820374908,1
WBGene00001178,egl-9,0.1400845083199245,0.7783216198784588,0.6730922830793848,0.07342832552357277,-0.7783216198784588,0.6730922830793848
WBGene00001179,egl-10,0.0923120990723605,-0.5584415161718455,0.6501949105652594,0.12849956966625234,0.5584415161718455,0.6501949105652594
WBGene00001210,egl-46,0.033763958415571546,0.9070774323443667,1,0.009178540690446596,-0.9070774323443667,1
WBGene00001211,egl-47,0.0010775731409224962,-3.662778175986581,0.38564421964491347,0.009178540690446596,3.662778175986581,0.38564421964491347
WBGene00001233,eif-3.K,0.2510745418349416,0.7009700945954087,0.6662803656880661,0.14685665104714554,-0.7009700945954087,0.6662803656880661
WBGene00001248,elp-1,0.018677934442656603,-0.9348577214233815,0.8695540784829876,0.02753562207133979,0.9348577214233815,0.8695540784829876
WBGene00001258,emb-4,0.2521521149758641,-0.06337829204161771,1,0.2569991393325047,0.06337829204161771,1
WBGene00001303,sec-61.G,4.185294079342976,2.09074811790592,0.01448503627701527,0.9821038538777859,-2.09074811790592,0.01448503627701527
WBGene00001310,end-1,0.06142166903258228,2.7634865787155167,0.09280026391024607,0,-2.7634865787155167,0.09280026391024607
WBGene00001311,end-3,0.0014367641878966617,-2.3408500810992194,1,0,2.3408500810992194,1
WBGene00001345,fos-1,0.6321762426745311,0.3645135156811592,1,0.4864626565936696,-0.3645135156811592,1
WBGene00001374,exp-2,0.02406580014726908,0.4246846652637579,1,0.009178540690446596,-0.4246846652637579,1
WBGene00001387,far-3,0.0010775731409224962,-2.662778175986581,1,0,2.662778175986581,1
WBGene00001389,far-5,0.03520072260346821,0.9665784440930283,0.6926481082253929,0.009178540690446596,-0.9665784440930283,0.6926481082253929
WBGene00001397,fat-5,0.09087533488446385,2.3259065107855847,0.10803215789272512,0.009178540690446596,-2.3259065107855847,0.10803215789272512
WBGene00001399,fat-7,0.005747056751586647,-0.5753153347362421,1,0,0.5753153347362421,1
WBGene00001406,fce-2,0.059625713797711456,-0.086428805570133,1,0.05507124414267958,0.086428805570133,1
WBGene00001423,fib-1,2.623890598146278,1.3391978482106959,0.1423156318740727,1.0371750980204655,-1.3391978482106959,0.1423156318740727
WBGene00001428,fkb-3,0.040229397261106525,-1.543038931712485,0.17527944695195843,0.11014248828535916,1.543038931712485,0.17527944695195843
WBGene00001429,fkb-4,0.06932387206601393,0.1297797441429429,1,0.05507124414267958,-0.1297797441429429,1
WBGene00001431,fkb-6,0.5287292211459714,1.95487294344075,0.040576456108797676,0.12849956966625234,-1.95487294344075,0.040576456108797676
WBGene00001449,flp-6,0.00395110151671582,-2.077815675265425,0.6791310662895614,0.009178540690446596,2.077815675265425,0.6791310662895614
WBGene00001464,flp-21,0.05136431971730565,2.507146825455731,0.13933812209150162,0,-2.507146825455731,0.13933812209150162
WBGene00001466,flr-2,0.10775731409224962,2.570841500773121,0.0674782534086639,0.009178540690446596,-2.570841500773121,0.0674782534086639
WBGene00001475,fmi-1,0.1235617201591129,-1.3616086412660162,0.09945725766787035,0.3120703834751843,1.3616086412660162,0.09945725766787035
WBGene00001479,fmo-4,0.00862058512737997,-0.01892198621185681,1,0,0.01892198621185681,1
WBGene00001480,fmo-5,0.33189252740412883,1.7310997607797967,0.09288592216222892,0.09178540690446596,-1.7310997607797967,0.09288592216222892
WBGene00001482,fog-2,0.006106247798560812,-0.492853174544269,1,0,0.492853174544269,1
WBGene00001485,fre-1,0.05998490484468562,0.7295392467921795,0.7808626600832992,0.02753562207133979,-0.7295392467921795,0.7808626600832992
WBGene00001493,frm-7,0.07507092881760057,0.24411241962193753,1,0.05507124414267958,-0.24411241962193753,1
WBGene00001496,frm-10,0.5765016303935354,1.4015155008095774,0.15027757089117028,0.21110643588027173,-1.4015155008095774,0.15027757089117028
WBGene00001500,ftn-1,0.9823875134743424,3.29564272026202,0.001904572122002129,0.09178540690446596,-3.29564272026202,0.001904572122002129
WBGene00001506,fut-2,0.3221943691358264,1.0603306175042269,0.35979242351752627,0.14685665104714554,-1.0603306175042269,0.35979242351752627
WBGene00001508,fut-8,0.20725323410409344,0.1198300837353381,1,0.18357081380893192,-0.1198300837353381,1
WBGene00001513,gad-1,0.06932387206601393,1.9371346662005466,0.20109232573915473,0.009178540690446596,-1.9371346662005466,0.20109232573915473
WBGene00001519,gar-3,0.001795955234870827,-4.077815675265425,0.063067939010919,0.02753562207133979,4.077815675265425,0.063067939010919
WBGene00001526,gck-1,0.35452156336350127,1.3786984599895782,0.18048110837314846,0.12849956966625234,-1.3786984599895782,0.18048110837314846
WBGene00001533,gcy-6,0.0003591910469741654,-3.662778175986581,1,0,3.662778175986581,1
WBGene00001534,gcy-7,0.003591910469741654,-1.2033465573492839,1,0,1.2033465573492839,1
WBGene00001547,gcy-22,0.001795955234870827,-5.5372472939027215,0.0009349034191561816,0.09178540690446596,5.5372472939027215,0.0009349034191561816
WBGene00001552,gcy-32,0.0007183820939483308,-3.077815675265425,1,0,3.077815675265425,1
WBGene00001553,gcy-33,0.0021551462818449924,-1.8554232539289774,1,0,1.8554232539289774,1
WBGene00001554,gcy-34,0.00395110151671582,-1.077815675265425,1,0,1.077815675265425,1
WBGene00001563,gei-6,0.1971958847888168,0.2705846309831288,1,0.15603519173759214,-0.2705846309831288,1
WBGene00001564,icl-1,12.073488661942621,1.7703700893152476,0.0375482831033635,3.5612737878932794,-1.7703700893152476,0.0375482831033635
WBGene00001578,ges-1,0.45114395499955173,1.4630657569916146,0.1445419532642325,0.15603519173759214,-1.4630657569916146,0.1445419532642325
WBGene00001581,gfi-1,1.8548625665745901,2.3498463628784787,0.011696879853460811,0.35796308692741724,-2.3498463628784787,0.011696879853460811
WBGene00001591,glc-1,0.07722607509944555,1.5071468254557314,0.30670194387508326,0.018357081380893193,-1.5071468254557314,0.30670194387508326
WBGene00001593,glc-3,0.0003591910469741654,-3.662778175986581,1,0,3.662778175986581,1
WBGene00001616,glr-5,0.0003591910469741654,-5.984706270873943,0.012947221123175626,0.036714162761786386,5.984706270873943,0.012947221123175626
WBGene00001629,gly-4,0.4400090325433526,0.5969650877042008,0.7481380704889394,0.2845347614038445,-0.5969650877042008,0.7481380704889394
WBGene00001632,gly-7,0.29848776003553146,1.0376615421545117,0.37824649450926456,0.13767811035669894,-1.0376615421545117,0.37824649450926456
WBGene00001645,gly-20,0.01329006873804412,0.585149337457004,1,0,-0.585149337457004,1
WBGene00001646,gna-1,0.014367641878966615,0.6947738286315026,0.8143474962396651,0,-0.6947738286315026,0.8143474962396651
WBGene00001663,gpa-1,0.012212495597121623,-1.118457659762771,0.7571874886527891,0.018357081380893193,1.118457659762771,0.7571874886527891
WBGene00001664,gpa-2,0.0007183820939483308,-3.077815675265425,1,0,3.077815675265425,1
WBGene00001665,gpa-3,0,-6.247740676707737,0.04758980557395278,0.018357081380893193,6.247740676707737,0.04758980557395278
WBGene00001670,gpa-8,0.002514337328819158,-1.6627781759865812,1,0,1.6627781759865812,1
WBGene00001671,gpa-9,0.06896468101903976,1.3447163605603434,0.6291434788287209,0.018357081380893193,-1.3447163605603434,0.6291434788287209
WBGene00001675,gpa-13,0.0007183820939483308,-4.077815675265425,0.3365531842013202,0.009178540690446596,4.077815675265425,0.3365531842013202
WBGene00001691,grd-2,0.0007183820939483308,-3.077815675265425,1,0,3.077815675265425,1
WBGene00001694,grd-5,0.004310292563689985,-5.421770076482785,0.0004184608771924284,0.19274935449937852,5.421770076482785,0.0004184608771924284
WBGene00001695,grd-6,0.0003591910469741654,-3.662778175986581,1,0,3.662778175986581,1
WBGene00001697,grd-8,0.0007183820939483308,-3.077815675265425,1,0,3.077815675265425,1
WBGene00001698,grd-9,0.0010775731409224962,-2.662778175986581,1,0,2.662778175986581,1
WBGene00001700,grd-11,0.0003591910469741654,-3.662778175986581,1,0,3.662778175986581,1
WBGene00001701,grd-12,0.002514337328819158,-4.470133098044185,0.04728715271615366,0.05507124414267958,4.470133098044185,0.04728715271615366
WBGene00001710,grl-1,0.04274373458992568,-1.5632425024356662,0.35306579519273207,0.11932102897580575,1.5632425024356662,0.35306579519273207
WBGene00001711,grl-2,0.001795955234870827,-5.778255393406517,0.008525328032976238,0.11014248828535916,5.778255393406517,0.008525328032976238
WBGene00001712,grl-3,0.0010775731409224962,-2.662778175986581,1,0,2.662778175986581,1
WBGene00001714,grl-5,0.00790220303343164,-1.1392162199295681,0.7869796405579571,0.009178540690446596,1.1392162199295681,0.7869796405579571
WBGene00001716,grl-7,0.006106247798560812,-1.492853174544269,0.7858246475575942,0.009178540690446596,1.492853174544269,0.7858246475575942
